Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
180,Madden NFL 2004,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23
378,FIFA Soccer 2004,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49
471,wwe Smackdown vs. Raw 2006,Fighting,N/A,1.57,1.02,0.0,0.41,3.0
1651,NASCAR Thunder 2003,Racing,Unknown,0.6,0.46,0.0,0.16,1.22
1839,Rock Band,Misc,Electronic Arts,0.71,0.06,0.0,0.35,1.11
2116,Suikoden III,Role-Playing,Unknown,0.29,0.23,0.38,0.08,0.98
2175,Wheel of Fortune,Misc,Unknown,0.47,0.36,0.0,0.12,0.95
2499,MLB SlugFest 20-03,Sports,Unknown,0.41,0.32,0.0,0.11,0.83
3196,Monster Hunter 2,Role-Playing,Capcom,0.0,0.0,0.63,0.0,0.63
3470,NASCAR: Dirt to Daytona,Racing,Unknown,0.28,0.22,0.0,0.07,0.58
4799,NFL GameDay 2003,Sports,Unknown,0.2,0.15,0.0,0.05,0.4
4867,Harvest Moon: Save the Homeland,Simulation,Unknown,0.19,0.15,0.0,0.05,0.4
5620,Final Fantasy XI,Role-Playing,Unknown,0.08,0.06,0.15,0.02,0.32
5671,All-Star Baseball 2005,Sports,Unknown,0.16,0.12,0.0,0.04,0.32
6127,Haven: Call of the King,Platform,Midway Games,0.14,0.11,0.0,0.04,0.28
6649,College Hoops 2K6,Sports,Unknown,0.12,0.1,0.0,0.03,0.25
6779,Mega Man X Collection,Misc,Unknown,0.12,0.09,0.0,0.03,0.24
6970,Jet X20,Racing,Unknown,0.11,0.09,0.0,0.03,0.23
7037,Tribes: Aerial Assault,Shooter,Unknown,0.11,0.09,0.0,0.03,0.23
7353,Yu Yu Hakusho: Dark Tournament,Fighting,N/A,0.1,0.08,0.0,0.03,0.21
8206,NBA Starting Five,Sports,Unknown,0.09,0.07,0.0,0.02,0.18
8336,James Cameron's Dark Angel,Action,Universal Interactive,0.08,0.07,0.0,0.02,0.17
8378,Sword of the Samurai,Fighting,Ubisoft,0.0,0.0,0.17,0.0,0.17
8901,eJay Clubworld,Misc,Empire Interactive,0.07,0.06,0.0,0.02,0.15
9771,Saru! Get You! Million Monkeys,Platform,Unknown,0.0,0.0,0.12,0.0,0.12
10047,Star Trek: Conquest,Strategy,Bethesda Softworks,0.06,0.04,0.0,0.01,0.11
10999,Demon Chaos,Action,Konami Digital Entertainment,0.0,0.0,0.09,0.0,0.09
11978,McFarlane's Evil Prophecy,Action,Konami Digital Entertainment,0.03,0.03,0.0,0.01,0.07
12533,Combat Elite: WWII Paratroopers,Shooter,Unknown,0.03,0.02,0.0,0.01,0.06
12917,Mountain Bike Adrenaline,Sports,Unknown,0.03,0.02,0.0,0.01,0.05
13872,Sega Rally 2006,Racing,Unknown,0.0,0.0,0.04,0.0,0.04
14525,Samurai Spirits: Tenkaichi Kenkakuden,Fighting,Unknown,0.0,0.0,0.03,0.0,0.03
15582,Cabela's Alaskan Adventure,Sports,Unknown,0.01,0.01,0.0,0.0,0.02
15655,Virtua Quest,Role-Playing,Unknown,0.01,0.01,0.0,0.0,0.02
