Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
69,Just Dance 2,Misc,Ubisoft,5.84,2.89,0.01,0.78,9.52
79,Wii Party,Misc,Nintendo,1.79,3.53,2.49,0.68,8.49
92,Super Mario Galaxy 2,Platform,Nintendo,3.66,2.42,0.98,0.64,7.69
118,Zumba Fitness,Sports,505 Games,3.5,2.64,0.0,0.67,6.81
126,Donkey Kong Country Returns,Platform,Nintendo,3.25,1.84,1.03,0.47,6.59
248,Michael Jackson: The Experience,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42
461,Epic Mickey,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
588,Super Mario All-Stars: Limited Edition,Platform,Nintendo,1.02,0.52,0.92,0.14,2.6
619,LEGO Harry Potter: Years 1-4,Action,Warner Bros. Interactive Entertainment,1.29,0.97,0.0,0.23,2.49
628,uDraw Studio,Misc,THQ,1.67,0.58,0.0,0.2,2.46
684,Just Dance Kids,Misc,Ubisoft,1.57,0.56,0.0,0.19,2.32
775,Kirby's Epic Yarn,Platform,Nintendo,1.47,0.09,0.45,0.11,2.12
783,Mario Sports Mix,Sports,Nintendo,0.9,0.45,0.63,0.13,2.11
935,GoldenEye 007 (2010),Action,Activision,0.85,0.71,0.13,0.16,1.86
1021,Sonic Colors,Platform,Sega,0.96,0.61,0.01,0.16,1.74
1244,Sonic & Sega All-Stars Racing,Racing,Sega,0.65,0.71,0.0,0.15,1.51
1276,The Sims 3,Simulation,Electronic Arts,0.61,0.73,0.0,0.15,1.49
1369,Toy Story 3: The Video Game,Action,Disney Interactive Studios,0.64,0.63,0.0,0.14,1.41
1376,Metroid: Other M,Action,Nintendo,0.87,0.31,0.13,0.1,1.41
1381,Call of Duty: Black Ops,Shooter,Activision,0.82,0.47,0.0,0.12,1.4
1524,EA Sports Active 2,Sports,Electronic Arts,0.78,0.4,0.0,0.11,1.3
1905,FIFA Soccer 11,Sports,Electronic Arts,0.26,0.69,0.0,0.12,1.08
1972,Dance on Broadway,Misc,Ubisoft,0.27,0.66,0.0,0.12,1.05
2050,Guitar Hero: Warriors of Rock,Misc,Activision,0.48,0.44,0.0,0.09,1.01
2078,Wheel of Fortune,Misc,THQ,0.89,0.04,0.0,0.06,1.0
2109,Xenoblade Chronicles,Role-Playing,Nintendo,0.49,0.26,0.16,0.08,0.98
2138,Club Penguin: Game Day!,Sports,Disney Interactive Studios,0.56,0.33,0.0,0.08,0.97
2222,Nickelodeon Fit,Sports,Take-Two Interactive,0.78,0.09,0.0,0.06,0.93
2382,Gold's Gym: Dance Workout,Sports,Ubisoft,0.71,0.11,0.0,0.06,0.87
2388,Pictionary,Puzzle,THQ,0.61,0.19,0.0,0.07,0.87
2452,Karaoke Revolution Glee,Misc,Konami Digital Entertainment,0.52,0.25,0.0,0.07,0.85
2524,Hasbro Family Game Night 3,Misc,Electronic Arts,0.47,0.28,0.0,0.07,0.82
2541,EA Sports Active NFL Training Camp,Sports,Electronic Arts,0.77,0.0,0.0,0.05,0.81
2590,Star Wars: The Force Unleashed II,Action,LucasArts,0.54,0.19,0.0,0.06,0.8
2691,Raving Rabbids: Travel in Time,Adventure,Ubisoft,0.22,0.47,0.0,0.08,0.76
2726,Monopoly Streets,Misc,Electronic Arts,0.24,0.44,0.0,0.08,0.76
2947,Disney Tangled,Action,Disney Interactive Studios,0.47,0.17,0.0,0.05,0.69
3021,The Biggest Loser: Challenge,Sports,THQ,0.49,0.13,0.0,0.05,0.67
3041,Rock Band 3,Misc,MTV Games,0.56,0.06,0.0,0.05,0.67
3126,Disney Sing It: Party Hits,Misc,Disney Interactive Studios,0.5,0.11,0.0,0.05,0.65
3185,Red Steel 2,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63
3207,DJ Hero 2,Misc,Activision,0.49,0.09,0.0,0.04,0.63
3293,Disney Sing It: Family Hits,Misc,Disney Interactive Studios,0.39,0.18,0.0,0.05,0.61
3297,New Carnival Games,Misc,Take-Two Interactive,0.35,0.21,0.0,0.05,0.61
3303,Cabela's Monster Buck Hunter,Sports,Activision,0.58,0.0,0.0,0.03,0.61
3312,Pac-Man Party,Misc,Namco Bandai Games,0.47,0.09,0.01,0.04,0.61
3390,Jeopardy!,Misc,THQ,0.56,0.0,0.0,0.03,0.59
3447,Cabela's Dangerous Hunts 2011,Sports,Activision,0.53,0.02,0.0,0.04,0.58
3500,Tetris Party Deluxe,Puzzle,Nintendo,0.34,0.17,0.02,0.05,0.58
3538,Grease,Misc,505 Games,0.27,0.25,0.0,0.05,0.57
3589,Tony Hawk: Shred,Sports,Activision,0.41,0.11,0.0,0.04,0.56
3619,Tiger Woods PGA Tour 11,Sports,Electronic Arts,0.24,0.26,0.0,0.06,0.56
3622,Monster Jam: Path of Destruction,Racing,Activision,0.5,0.02,0.0,0.03,0.56
3639,Harry Potter and the Deathly Hallows - Part 1,Action,Electronic Arts,0.22,0.28,0.0,0.05,0.55
3654,Tatsunoko vs. Capcom: Ultimate All-Stars,Fighting,Capcom,0.32,0.16,0.03,0.05,0.55
3800,Alice in Wonderland,Adventure,Disney Interactive Studios,0.27,0.21,0.0,0.05,0.53
3854,Cars Toon: Mater's Tall Tales,Misc,Disney Interactive Studios,0.46,0.02,0.0,0.03,0.52
3930,NBA 2K11,Action,Take-Two Interactive,0.47,0.01,0.0,0.03,0.51
3973,Babysitting Mama,Simulation,505 Games,0.34,0.12,0.0,0.04,0.5
4126,Need for Speed: Hot Pursuit,Racing,Electronic Arts,0.18,0.24,0.0,0.05,0.48
4130,FlingSmash,Action,Nintendo,0.38,0.01,0.07,0.02,0.48
4171,WWE SmackDown vs. Raw 2011,Fighting,THQ,0.3,0.13,0.0,0.04,0.47
4217,We Sing Encore,Misc,Nordic Games,0.0,0.41,0.0,0.06,0.47
4255,Walk it Out!,Sports,Konami Digital Entertainment,0.36,0.06,0.0,0.04,0.46
4288,Scooby-Doo! and the Spooky Swamp,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0.0,0.04,0.46
4304,Disney Guilty Party,Misc,Disney Interactive Studios,0.43,0.0,0.0,0.03,0.46
4513,NBA Jam,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.43
4525,2010 FIFA World Cup South Africa,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43
4531,How to Train Your Dragon,Action,Activision,0.24,0.15,0.0,0.04,0.43
4747,No More Heroes 2: Desperate Struggle,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41
4787,Super Monkey Ball: Step & Roll,Action,Sega,0.17,0.2,0.0,0.04,0.4
4943,Sesame Street: Elmo's A-to-Zoo Adventure,Misc,Warner Bros. Interactive Entertainment,0.37,0.0,0.0,0.02,0.39
5062,ZhuZhu Pets: Featuring The Wild Bunch,Simulation,Activision,0.32,0.03,0.0,0.03,0.38
5065,Green Day: Rock Band,Misc,MTV Games,0.22,0.12,0.0,0.03,0.38
5249,DanceDanceRevolution,Simulation,Konami Digital Entertainment,0.29,0.04,0.0,0.02,0.36
5278,SpongeBob's Boating Bash,Misc,THQ,0.25,0.07,0.0,0.03,0.35
5300,Def Jam Rapstar,Misc,Konami Digital Entertainment,0.31,0.02,0.0,0.02,0.35
5372,Chicken Riot,Action,City Interactive,0.15,0.16,0.0,0.03,0.34
5454,The X-Factor,Misc,Deep Silver,0.0,0.29,0.0,0.04,0.33
5462,Iron Man 2,Action,Sega,0.15,0.15,0.0,0.03,0.33
5474,Family Party: 90 Great Games Party Pack,Misc,D3Publisher,0.31,0.0,0.0,0.02,0.33
5544,Despicable Me: The Game,Platform,D3Publisher,0.19,0.12,0.0,0.03,0.33
5667,Dragon Quest Monsters: Battle Road Victory,Strategy,Square Enix,0.0,0.0,0.32,0.0,0.32
5704,ExerBeat,Sports,Namco Bandai Games,0.1,0.18,0.0,0.03,0.31
5708,Sesame Street: Cookie's Counting Carnival,Misc,Warner Bros. Interactive Entertainment,0.29,0.0,0.0,0.02,0.31
5767,MySims SkyHeroes,Action,Electronic Arts,0.18,0.1,0.0,0.03,0.31
5782,Rapala Pro Bass Fishing 2010,Sports,Activision,0.23,0.05,0.0,0.02,0.31
5853,Shrek: Forever After,Platform,Activision,0.19,0.09,0.0,0.03,0.3
5880,Sengoku Basara: Samurai Heroes,Action,Capcom,0.08,0.02,0.2,0.01,0.3
5928,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Misc,Namco Bandai Games,0.0,0.0,0.3,0.0,0.3
5952,Batman: The Brave and the Bold the Videogame,Action,Warner Bros. Interactive Entertainment,0.22,0.06,0.0,0.02,0.3
6002,Ben 10 Ultimate Alien: Cosmic Destruction,Platform,D3Publisher,0.17,0.1,0.0,0.02,0.29
6013,Disney Channel: All Star Party,Misc,Disney Interactive Studios,0.18,0.08,0.0,0.02,0.29
6082,I Spy: Spooky Mansion,Puzzle,Storm City Games,0.27,0.0,0.0,0.02,0.29
6125,NHL 2K11,Sports,Take-Two Interactive,0.24,0.02,0.0,0.02,0.28
6173,Remington Super Slam Hunting: Africa,Sports,Mastiff,0.27,0.0,0.0,0.02,0.28
6226,Transformers: Cybertron Adventures,Action,Activision,0.15,0.1,0.0,0.03,0.28
6248,Marvel Super Hero Squad: The Infinity Gauntlet,Action,THQ,0.22,0.04,0.0,0.02,0.28
6368,Major League Baseball 2K10,Sports,Take-Two Interactive,0.25,0.0,0.0,0.02,0.27
6444,Reload: Target Down,Shooter,Mastiff,0.25,0.0,0.0,0.02,0.26
6453,Create,Action,Electronic Arts,0.22,0.03,0.0,0.02,0.26
6486,Project Runway,Simulation,Atari,0.24,0.0,0.0,0.02,0.26
6503,Minute to Win It,Misc,Zoo Games,0.25,0.0,0.0,0.02,0.26
6505,Racquet Sports,Sports,Ubisoft,0.14,0.09,0.0,0.02,0.26
6696,U-Sing: Girls Night,Misc,Mindscape,0.0,0.21,0.0,0.04,0.25
6727,Prince of Persia: The Forgotten Sands,Action,Ubisoft,0.11,0.11,0.0,0.02,0.25
6737,Dood's Big Adventure,Platform,THQ,0.22,0.01,0.0,0.02,0.25
6820,Spider-Man: Shattered Dimensions,Action,Activision,0.13,0.09,0.0,0.02,0.24
6824,Deca Sports 3,Sports,Hudson Soft,0.15,0.07,0.0,0.02,0.24
6829,Bass Pro Shops: The Hunt,Sports,XS Games,0.23,0.0,0.0,0.02,0.24
6846,Megamind: Mega Team Unite,Adventure,THQ,0.16,0.06,0.0,0.02,0.24
6852,The Lord of the Rings: Aragorn's Quest,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.24
6901,Hello Kitty Seasons,Adventure,Namco Bandai Games,0.16,0.06,0.0,0.02,0.24
6931,TrackMania: Build to Race,Racing,Focus Home Interactive,0.1,0.11,0.0,0.03,0.24
7014,Worms: Battle Islands,Strategy,THQ,0.11,0.1,0.0,0.02,0.23
7090,pro evolution soccer 2011,Sports,Konami Digital Entertainment,0.08,0.1,0.03,0.02,0.23
7103,TRON: Evolution - Battle Grids,Racing,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23
7113,Family Party: 30 Great Games Winter Fun,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.23
7120,All Star Karate,Action,THQ,0.14,0.07,0.0,0.02,0.23
7158,Kidz Bop Dance Party! The Video Game,Misc,D3Publisher,0.21,0.0,0.0,0.01,0.22
7205,Barbie: Groom and Glam Pups,Action,THQ,0.19,0.02,0.0,0.01,0.22
7209,CSI: Fatal Conspiracy,Adventure,Ubisoft,0.12,0.08,0.0,0.02,0.22
7319,Are You Smarter Than a 5th Grader? Back to School,Misc,Nintendo,0.2,0.0,0.0,0.02,0.21
7335,We Sing Robbie Williams,Misc,Nordic Games,0.0,0.19,0.0,0.03,0.21
7402,Namco Museum Megamix,Misc,Namco Bandai Games,0.2,0.0,0.0,0.01,0.21
7445,The Last Airbender,Action,THQ,0.12,0.07,0.0,0.02,0.21
7498,Battle of Giants: Dinosaurs Strike,Strategy,Ubisoft,0.15,0.04,0.0,0.02,0.2
7503,Cabela's North American Adventures,Sports,Activision,0.19,0.0,0.0,0.01,0.2
7640,Hot Wheels: Track Attack,Racing,THQ,0.15,0.04,0.0,0.01,0.2
7641,Schlag den Raab,Misc,Namco Bandai Games,0.0,0.17,0.0,0.03,0.2
7896,Shaun White Skateboarding,Sports,Ubisoft,0.14,0.03,0.0,0.01,0.19
7935,Doctor Who: Return to Earth,Adventure,Asylum Entertainment,0.0,0.16,0.0,0.02,0.19
7941,Mathews Bowhunting,Sports,Zoo Games,0.18,0.0,0.0,0.01,0.19
7944,Remington Super Slam Hunting: North America,Sports,Mastiff,0.18,0.0,0.0,0.01,0.19
8072,Rabbids Party Collection,Misc,Ubisoft,0.0,0.16,0.0,0.02,0.18
8180,Shawn Johnson Gymnastics,Sports,Zoo Games,0.17,0.0,0.0,0.01,0.18
8187,Brunswick Cosmic Bowling,Sports,GameMill Entertainment,0.17,0.0,0.0,0.01,0.18
8307,Chuck E. Cheese's Party Games,Misc,UFO Interactive,0.16,0.0,0.0,0.01,0.17
8313,Jillian Michaels Fitness Ultimatum 2011,Sports,D3Publisher,0.16,0.0,0.0,0.01,0.17
8355,Family Feud Decades,Misc,Ubisoft,0.16,0.0,0.0,0.01,0.17
8395,Bakugan Battle Brawlers: Defenders of the Core,Action,Activision,0.15,0.01,0.0,0.01,0.17
