Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
77,Super Mario Kart,Racing,Nintendo,3.54,1.24,3.81,0.18,8.76
137,Street Fighter II: The World Warrior,Fighting,Capcom,2.47,0.83,2.87,0.12,6.3
286,Street Fighter II Turbo,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
532,Dragon Quest V: Tenkuu no Hanayome,Role-Playing,Enix Corporation,0.0,0.0,2.78,0.01,2.79
546,Mario Paint,Misc,Nintendo,1.43,0.54,0.71,0.07,2.75
630,Final Fantasy V,Role-Playing,SquareSoft,0.0,0.0,2.43,0.02,2.45
1659,The Magical Quest starring Mickey Mouse,Platform,Capcom,0.66,0.17,0.35,0.03,1.21
2144,Romancing SaGa,Role-Playing,SquareSoft,0.0,0.0,0.97,0.0,0.97
3483,Dragon Ball Z: Chou Saiya Densetsu,Role-Playing,Namco Bandai Games,0.0,0.0,0.58,0.0,0.58
3546,Super Bomberman,Puzzle,Hudson Soft,0.0,0.0,0.57,0.0,0.57
4242,Super Batter Up,Sports,Namco Bandai Games,0.0,0.0,0.46,0.0,0.46
4954,Fatal Fury,Fighting,Takara,0.0,0.0,0.39,0.0,0.39
6090,Romance of the Three Kingdoms III: Dragon of Destiny,Strategy,Tecmo Koei,0.0,0.0,0.29,0.0,0.29
6200,F1 ROC: Race of Champions,Sports,Ocean,0.0,0.0,0.28,0.0,0.28
6228,F-1 Grand Prix,Racing,Video System,0.0,0.0,0.28,0.0,0.28
7187,Super Adventure Island,Platform,Hudson Soft,0.0,0.0,0.22,0.0,0.22
8531,Otogirisou,Adventure,ChunSoft,0.0,0.0,0.16,0.0,0.16
8619,Battle Soccer: Field no Hasha,Sports,Banpresto,0.0,0.0,0.16,0.0,0.16
9444,Contra III: The Alien Wars,Shooter,Konami Digital Entertainment,0.0,0.0,0.13,0.0,0.13
12064,Dragon Slayer: The Legend of Heroes,Role-Playing,Epoch,0.0,0.0,0.07,0.0,0.07
12702,Teenage Mutant Ninja Turtles: Tournament Fighters,Fighting,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06
