Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13,Pokemon Gold/Pokemon Silver,Role-Playing,Nintendo,9.0,6.18,7.2,0.71,23.1
172,Pokemon Pinball,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31
201,Super Mario Bros.,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07
1639,Game & Watch Gallery 3,Misc,Nintendo,0.79,0.31,0.08,0.04,1.22
1858,Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories,Strategy,Konami Digital Entertainment,0.0,0.0,1.1,0.0,1.1
2676,Dragon Warrior I&II,Role-Playing,Enix Corporation,0.0,0.0,0.77,0.0,0.77
3697,Medarot 2: Kabuto / Kuwagata Version,Role-Playing,Imagineer,0.0,0.0,0.54,0.0,0.54
5718,Mario Golf,Action,Nintendo,0.0,0.0,0.31,0.0,0.31
5944,Hamster Tarou,Simulation,Jorudan,0.0,0.0,0.3,0.0,0.3
8278,Power Pro Kun Pocket,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17
9802,Harvest Moon 2 GBC,Simulation,Ubisoft,0.0,0.0,0.12,0.0,0.12
