Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1510,Pitfall II: Lost Caverns,Platform,Activision,1.22,0.07,0.0,0.02,1.31
2654,Jr. Pac-Man,Puzzle,Atari,0.72,0.05,0.0,0.01,0.78
2674,Crystal Castles,Action,Atari,0.72,0.04,0.0,0.01,0.77
3955,Midnight Magic,Action,Atari,0.47,0.03,0.0,0.01,0.5
4098,Millipede,Shooter,Atari,0.45,0.03,0.0,0.01,0.48
4269,Gremlins,Action,Atari,0.43,0.03,0.0,0.0,0.46
4782,Pengo,Adventure,Atari,0.38,0.02,0.0,0.0,0.4
5384,Frostbite,Action,Activision,0.32,0.02,0.0,0.0,0.34
5561,Frogger II: Threeedeep!,Action,Parker Bros.,0.31,0.02,0.0,0.0,0.33
6009,Dolphin,Action,Activision,0.27,0.02,0.0,0.0,0.29
8459,Mr. Do!'s Castle,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17
