Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
85,GoldenEye 007,Shooter,Nintendo,5.8,2.01,0.13,0.15,8.09
214,Diddy Kong Racing,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88
297,Star Fox 64,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
511,Yoshi's Story,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
929,Turok 2: Seeds of Evil,Platform,Acclaim Entertainment,1.37,0.41,0.04,0.04,1.86
1066,WCW vs. nWo: World Tour,Fighting,THQ,1.37,0.28,0.03,0.02,1.69
1730,Mission: Impossible,Action,Ocean,0.74,0.38,0.02,0.03,1.17
1956,NFL Quarterback Club 98,Sports,Acclaim Entertainment,1.01,0.05,0.0,0.01,1.06
2003,Bomberman 64,Puzzle,Hudson Soft,0.5,0.2,0.31,0.03,1.04
2421,Madden Football 64,Sports,Electronic Arts,0.81,0.04,0.0,0.01,0.86
2744,San Francisco Rush: Extreme Racing,Racing,GT Interactive,0.63,0.11,0.0,0.01,0.75
2887,Blast Corps,Action,Nintendo,0.39,0.09,0.17,0.06,0.71
3363,International Superstar Soccer 64,Sports,Konami Digital Entertainment,0.09,0.26,0.23,0.02,0.6
3414,Extreme-G,Racing,Acclaim Entertainment,0.47,0.11,0.0,0.01,0.59
3467,FIFA: Road to  World Cup 98,Sports,Electronic Arts,0.15,0.39,0.0,0.03,0.58
3535,NBA Hangtime,Sports,GT Interactive,0.48,0.08,0.0,0.0,0.57
4047,FIFA Soccer 64,Sports,Electronic Arts,0.16,0.3,0.0,0.03,0.49
4189,Automobili Lamborghini,Racing,Titus,0.28,0.17,0.0,0.01,0.47
4192,Doom 64,Shooter,Midway Games,0.38,0.08,0.0,0.01,0.47
4454,Duke Nukem 64,Shooter,GT Interactive,0.35,0.08,0.0,0.01,0.44
4534,Mischief Makers,Platform,Nintendo,0.25,0.06,0.07,0.06,0.43
4829,Top Gear Rally,Racing,Kemco,0.32,0.07,0.0,0.0,0.4
4831,Mortal Kombat Mythologies: Sub-Zero,Fighting,Midway Games,0.32,0.07,0.0,0.0,0.4
5207,Mystical Ninja starring Goemon,Action,Konami Digital Entertainment,0.07,0.02,0.23,0.04,0.36
5208,Tetrisphere,Puzzle,Nintendo,0.29,0.06,0.0,0.0,0.36
5632,Nagano Winter Olympics 98,Sports,Konami Digital Entertainment,0.15,0.04,0.13,0.0,0.32
5755,Jikkyou Powerful Pro Yakyuu 4,Sports,Konami Digital Entertainment,0.0,0.0,0.26,0.05,0.31
6032,War Gods,Fighting,Midway Games,0.23,0.06,0.0,0.0,0.29
6344,NBA In The Zone '98,Sports,Konami Digital Entertainment,0.25,0.02,0.0,0.0,0.27
6689,Wheel of Fortune,Misc,Take-Two Interactive,0.2,0.05,0.0,0.0,0.25
6690,MRC: Multi-Racing Championship,Racing,Ocean,0.2,0.05,0.0,0.0,0.25
6691,F1 Pole Position 64,Racing,Ubisoft,0.11,0.13,0.0,0.01,0.25
6693,Wayne Gretzky's 3D Hockey '98,Sports,Midway Games,0.23,0.02,0.0,0.0,0.25
7148,64 de Hakken! Tamagotchi Minna de Tamagotchi World,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
7413,ClayFighter 63 1/3,Fighting,Interplay,0.17,0.04,0.0,0.0,0.21
7619,Magical Tetris Challenge,Puzzle,Activision,0.13,0.02,0.05,0.0,0.2
7862,Mace: The Dark Age,Fighting,GT Interactive,0.15,0.04,0.0,0.0,0.19
7863,AeroFighters Assault,Action,Video System,0.15,0.04,0.0,0.0,0.19
7864,Puyo Puyo Sun 64,Puzzle,Compile,0.0,0.0,0.16,0.03,0.19
8865,Space Station Silicon Valley,Adventure,Take-Two Interactive,0.12,0.03,0.0,0.0,0.15
8866,Dark Rift,Fighting,Vic Tokai,0.12,0.03,0.0,0.0,0.15
10221,Chameleon Twist,Platform,Sunsoft,0.09,0.02,0.0,0.0,0.11
10223,Chopper Attack,Action,GT Interactive,0.09,0.02,0.0,0.0,0.11
10638,Flying Dragon,Fighting,Natsume,0.08,0.02,0.0,0.0,0.1
10639,International Superstar Soccer 64 (weekly JP sales),Sports,Konami Digital Entertainment,0.0,0.0,0.05,0.05,0.1
11477,Bust-A-Move 2 Arcade Edition,Puzzle,Acclaim Entertainment,0.06,0.02,0.0,0.0,0.08
11983,Aero Gauge,Racing,ASCII Entertainment,0.06,0.01,0.0,0.0,0.07
13116,Dual Heroes,Fighting,Hudson Soft,0.04,0.01,0.0,0.0,0.05
13365,Turok: Dinosaur Hunter,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05
