Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
72,Donkey Kong Country,Platform,Nintendo,4.36,1.71,3.0,0.23,9.3
390,Final Fantasy III,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42
970,Disney's The Lion King,Platform,Virgin Interactive,1.26,0.39,0.08,0.06,1.79
1223,Mortal Kombat 3,Fighting,Acclaim Entertainment,1.19,0.29,0.0,0.05,1.53
1362,Super Metroid,Action,Nintendo,0.57,0.12,0.71,0.02,1.42
1395,NBA Jam,Sports,Acclaim Entertainment,1.19,0.16,0.0,0.03,1.39
2291,Super Momotarou Dentetsu III,Simulation,Hudson Soft,0.0,0.0,0.91,0.0,0.91
2381,Derby Stallion II,Sports,ASCII Entertainment,0.0,0.0,0.87,0.0,0.87
2536,Kamaitachi no Yoru,Adventure,ChunSoft,0.0,0.0,0.81,0.0,0.81
2539,Super Bomberman 2,Puzzle,Hudson Soft,0.0,0.0,0.81,0.0,0.81
2552,EarthBound,Role-Playing,Nintendo,0.0,0.0,0.81,0.0,0.81
2908,Super Bomberman 3,Puzzle,Hudson Soft,0.0,0.0,0.7,0.0,0.7
2940,Fire Emblem: Monsh? no Nazo,Role-Playing,Nintendo,0.0,0.0,0.7,0.0,0.7
3437,Kirby's Dream Course,Sports,Nintendo,0.0,0.0,0.59,0.0,0.59
3611,Fatal Fury Special,Fighting,Takara,0.0,0.0,0.56,0.0,0.56
3783,Romance of the Three Kingdoms IV: Wall of Fire,Strategy,Tecmo Koei,0.0,0.0,0.53,0.0,0.53
3814,J-League Soccer: Prime Goal 2,Sports,Namco Bandai Games,0.0,0.0,0.53,0.0,0.53
4295,Space Invaders,Shooter,Taito,0.0,0.0,0.46,0.0,0.46
4524,Wonder Project J: Kikai no Shonen Pino,Simulation,Enix Corporation,0.0,0.0,0.43,0.0,0.43
4769,Jikkyou Powerful Pro Yakuu '94,Sports,Konami Digital Entertainment,0.0,0.0,0.41,0.0,0.41
4817,Samurai Shodown,Fighting,Takara,0.0,0.0,0.4,0.0,0.4
4962,Super Famista 3,Sports,Namco Bandai Games,0.0,0.0,0.39,0.0,0.39
5117,Super Formation Soccer 94,Sports,Human Entertainment,0.0,0.0,0.37,0.0,0.37
5144,Super Robot Taisen EX,Strategy,Banpresto,0.0,0.0,0.37,0.0,0.37
5149,Shin Megami Tensei II,Role-Playing,Atlus,0.0,0.0,0.37,0.0,0.37
5168,Zero4 Champ RR,Sports,Media Rings,0.0,0.0,0.36,0.0,0.36
5175,Super Fire ProWrestling Special,Fighting,Human Entertainment,0.0,0.0,0.36,0.0,0.36
5219,Breath of Fire II,Role-Playing,Laguna,0.0,0.0,0.36,0.0,0.36
5254,Ganbare Goemon 3: Shishi Jyuurokubei no Karakuri Manji Katame,Platform,Konami Digital Entertainment,0.0,0.0,0.36,0.0,0.36
5496,Super Power League 2,Sports,Hudson Soft,0.0,0.0,0.33,0.0,0.33
5674,Live A Live,Role-Playing,SquareSoft,0.0,0.0,0.32,0.0,0.32
5819,Yuu Yuu Hakusho 2: Kakutou no Sho,Fighting,Namco Bandai Games,0.0,0.0,0.31,0.0,0.31
5883,Daikaijyuu Monogatari,Role-Playing,Hudson Soft,0.0,0.0,0.3,0.0,0.3
6004,Itadaki Street 2: Neon Sign wa Bara Iro ni,Misc,Enix Corporation,0.0,0.0,0.29,0.0,0.29
6119,International Superstar Soccer,Sports,Konami Digital Entertainment,0.0,0.0,0.28,0.0,0.28
6310,Slam Dunk: Yonkyo Taiketsu!!,Sports,Namco Bandai Games,0.0,0.0,0.27,0.0,0.27
6370,Thoroughbred Breeder II,Simulation,Hect,0.0,0.0,0.27,0.0,0.27
7537,Drift King Shutokou Battle '94,Racing,BPS,0.0,0.0,0.2,0.0,0.2
7964,SD Gundam GX,Strategy,Namco Bandai Games,0.0,0.0,0.19,0.0,0.19
8102,Gokujou Parodius,Shooter,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18
8641,Saturday Night Slam Masters,Fighting,Capcom,0.0,0.0,0.16,0.0,0.16
9846,Slayers,Role-Playing,Banpresto,0.0,0.0,0.12,0.0,0.12
9921,Bishoujo Senshi Sailormoon S: Juugai Rantou!? Shuyaku Soudatsusen,Fighting,Angel Studios,0.0,0.0,0.12,0.0,0.12
11672,Majin Tensei,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08
11837,Derby Jockey: Kishou e no Michi,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07
11884,Kenyuu Densetsu Yaiba,Action,Banpresto,0.0,0.0,0.07,0.0,0.07
13143,Hisshou 777 Fighter: Pachi Slot Eiyu Densetsu,Misc,Vap,0.0,0.0,0.05,0.0,0.05
14221,First Queen: Ornic Senki,Role-Playing,Culture Brain,0.0,0.0,0.03,0.0,0.03
14233,Gaia Saver Hero Saidai no Sakusen,Role-Playing,Banpresto,0.0,0.0,0.03,0.0,0.03
14664,Kidou Senshi V Gundam,Action,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
14901,The Great Battle Gaiden 2: Matsuri da Wasshoi,Action,Banpresto,0.0,0.0,0.03,0.0,0.03
15258,Sugoi Hebereke,Fighting,Sunsoft,0.0,0.0,0.02,0.0,0.02
15690,World Class Rugby 2: Kokunai Gekitou Hen '93,Sports,Misawa,0.0,0.0,0.02,0.0,0.02
