Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
112,Just Dance 4,Misc,Ubisoft,4.14,2.21,0.0,0.56,6.91
406,Mario Party 9,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
572,Skylanders Giants,Action,Activision,1.56,0.88,0.0,0.22,2.65
1312,LEGO Batman 2: DC Super Heroes,Action,Warner Bros. Interactive Entertainment,0.94,0.4,0.0,0.11,1.46
2019,Epic Mickey 2: The Power of Two,Action,Disney Interactive Studios,0.72,0.23,0.0,0.08,1.03
2143,LEGO The Lord of the Rings,Action,Warner Bros. Interactive Entertainment,0.52,0.37,0.0,0.08,0.97
2156,Dragon Quest X,Role-Playing,Square Enix,0.0,0.0,0.96,0.0,0.96
2830,FIFA Soccer 13,Action,Electronic Arts,0.19,0.46,0.0,0.08,0.72
2975,Kirby's Dream Collection: Special Edition,Action,Nintendo,0.34,0.0,0.33,0.02,0.68
3068,Puzzler Brain Games,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66
3732,Madden NFL 13,Sports,Electronic Arts,0.51,0.0,0.0,0.03,0.54
4330,NBA 2K13,Sports,Take-Two Interactive,0.39,0.03,0.0,0.03,0.45
4800,WipeOut 3 The Game,Action,Activision,0.38,0.0,0.0,0.03,0.4
5916,We Sing Pop!,Misc,Nordic Games,0.08,0.19,0.0,0.03,0.3
6046,Just Dance Wii 2,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29
7438,Just Dance: Greatest Hits,Misc,Ubisoft,0.15,0.04,0.0,0.02,0.21
8506,The Amazing Spider-Man (Console Version),Action,Activision,0.11,0.04,0.0,0.01,0.16
8528,Major League Baseball 2K12,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16
8683,WWE '13,Action,THQ,0.12,0.02,0.0,0.01,0.16
9484,Just Dance: Disney Party,Misc,Ubisoft,0.01,0.1,0.0,0.02,0.13
10450,Fatal Frame 2: Wii Edition,Action,Nintendo,0.0,0.0,0.1,0.0,0.1
10545,Inazuma Eleven GO Strikers 2013,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1
10676,Pro Evolution Soccer 2013,Sports,Konami Digital Entertainment,0.0,0.03,0.06,0.0,0.1
11409,I Am In The Movie,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
11765,Zumba Fitness Core,Misc,505 Games,0.0,0.07,0.0,0.01,0.07
13192,QUIZ PARTY,Misc,Nintendo,0.0,0.05,0.0,0.0,0.05
13634,The Cube,Action,Funbox Media,0.0,0.04,0.0,0.0,0.04
15107,Brave: The Video Game,Action,Disney Interactive Studios,0.0,0.02,0.0,0.0,0.02
15862,Transformers: Prime,Action,Activision,0.0,0.01,0.0,0.0,0.02
15999,Captain Morgane and the Golden Turtle,Adventure,Reef Entertainment,0.0,0.01,0.0,0.0,0.01
16124,Turbo Trainz,Racing,Mastertronic,0.0,0.01,0.0,0.0,0.01
16177,We Sing 80s,Misc,Nordic Games,0.0,0.01,0.0,0.0,0.01
