Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
254,Resistance: Fall of Man,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35
310,MotorStorm,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
1088,Fight Night Round 3,Fighting,Electronic Arts,0.81,0.59,0.01,0.26,1.67
1240,Call of Duty 3,Shooter,Activision,0.6,0.63,0.03,0.26,1.52
1416,Ridge Racer 7,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.37
1577,Need for Speed Carbon,Racing,Electronic Arts,0.49,0.52,0.03,0.21,1.26
1717,Sonic the Hedgehog,Platform,Sega,0.41,0.07,0.04,0.66,1.18
2727,Genji: Days of the Blade,Action,Sony Computer Entertainment,0.18,0.38,0.06,0.14,0.76
3018,Blazing Angels: Squadrons of WWII,Simulation,Ubisoft,0.35,0.22,0.0,0.1,0.67
3198,Tony Hawk's Project 8,Sports,Activision,0.3,0.23,0.01,0.1,0.63
3284,Formula 1: Championship Edition,Racing,Sony Computer Entertainment,0.0,0.57,0.04,0.0,0.61
3864,Madden NFL 07,Sports,Electronic Arts,0.47,0.0,0.01,0.04,0.52
3958,Tiger Woods PGA Tour 07,Sports,Electronic Arts,0.31,0.12,0.0,0.07,0.5
4948,Marvel: Ultimate Alliance,Role-Playing,Activision,0.33,0.02,0.0,0.04,0.39
5031,NBA 2K7,Sports,Take-Two Interactive,0.3,0.04,0.0,0.04,0.38
6442,NBA 07,Sports,Sony Computer Entertainment,0.24,0.0,0.01,0.02,0.26
7527,Mobile Suit Gundam: Crossfire,Simulation,Namco Bandai Games,0.06,0.0,0.14,0.01,0.2
7647,Untold Legends: Dark Kingdom,Role-Playing,Electronic Arts,0.14,0.02,0.02,0.02,0.2
7687,Armored Core 4,Simulation,505 Games,0.09,0.0,0.09,0.01,0.2
8112,Full Auto 2: Battlelines,Racing,Sega,0.14,0.02,0.0,0.02,0.18
9672,NHL 2K7,Sports,Take-Two Interactive,0.11,0.0,0.0,0.01,0.12
9673,Resident Evil,Action,Capcom,0.0,0.0,0.12,0.0,0.12
13533,Resident Evil Director's Cut,Action,Capcom,0.0,0.0,0.04,0.0,0.04
14574,Mahjong Kakutou Club: Zenkoku Taisenban,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
16182,Sega Golf Club: Miyazato San Kyoudai Naizou,Sports,Sega,0.0,0.0,0.01,0.0,0.01
16246,Mahjong Taikai IV,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16425,Railfan,Simulation,Ongakukan,0.0,0.0,0.01,0.0,0.01
