Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
106,Tekken 3,Fighting,Sony Computer Entertainment,3.27,2.22,1.4,0.29,7.16
107,Crash Bandicoot 3: Warped,Platform,Sony Computer Entertainment,3.68,1.75,1.42,0.28,7.13
146,Metal Gear Solid,Action,Konami Digital Entertainment,3.18,1.83,0.78,0.24,6.03
152,Resident Evil 2,Action,Virgin Interactive,1.88,1.47,2.02,0.45,5.82
206,Spyro the Dragon,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0
389,Grand Theft Auto 2,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
398,WWF War Zone,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
401,Rugrats: Search For Reptar,Adventure,THQ,1.63,1.53,0.0,0.18,3.34
443,Need for Speed III: Hot Pursuit,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
505,Colin McRae Rally,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
530,A Bug's Life,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79
568,Medal of Honor,Shooter,Electronic Arts,1.44,1.09,0.0,0.14,2.67
623,Tomb Raider: The Last Revelation,Action,Eidos Interactive,1.15,1.14,0.06,0.13,2.48
643,Dino Crisis,Action,Capcom,0.81,0.76,0.7,0.14,2.41
691,Cool Boarders 3,Sports,989 Studios,1.65,0.46,0.1,0.1,2.31
787,Parasite Eve,Role-Playing,SquareSoft,0.94,0.07,1.05,0.04,2.1
820,R4: Ridge Racer Type 4,Racing,Namco Bandai Games,0.68,0.46,0.79,0.13,2.06
919,WCW Nitro,Fighting,THQ,1.42,0.36,0.03,0.07,1.88
922,FIFA 2000,Sports,Electronic Arts,0.22,1.47,0.04,0.14,1.87
990,WWF Attitude,Fighting,Acclaim Entertainment,1.27,0.42,0.0,0.07,1.76
1005,Madden NFL 2000,Sports,Electronic Arts,1.68,0.04,0.0,0.04,1.75
1023,Madden NFL 99,Sports,Electronic Arts,1.66,0.04,0.0,0.04,1.74
1029,Twisted Metal III,Action,989 Studios,1.48,0.2,0.0,0.05,1.73
1044,Toy Story 2: Buzz Lightyear to the Rescue!,Platform,Activision,0.99,0.64,0.0,0.08,1.71
1067,WCW/NWO Thunder,Fighting,THQ,1.1,0.48,0.04,0.07,1.69
1140,Sled Storm,Racing,Electronic Arts,0.9,0.61,0.0,0.11,1.62
1224,NFL GameDay 99,Sports,989 Studios,1.44,0.05,0.0,0.04,1.53
1237,NASCAR 99,Racing,Electronic Arts,1.45,0.04,0.0,0.04,1.52
1238,NBA Live 2000,Sports,Electronic Arts,1.43,0.05,0.0,0.03,1.52
1257,NFL Blitz,Sports,Midway Games,1.41,0.05,0.0,0.04,1.5
1267,Pac-Man World,Action,Namco Bandai Games,1.21,0.14,0.1,0.04,1.5
1299,Xenogears,Role-Playing,SquareSoft,0.29,0.19,0.89,0.1,1.46
1309,Mortal Kombat 4,Fighting,GT Interactive,0.81,0.55,0.0,0.1,1.46
1314,WCW vs the World,Fighting,THQ,1.17,0.2,0.04,0.05,1.46
1406,Duke Nukem: Time to Kill,Shooter,Take-Two Interactive,0.77,0.54,0.0,0.07,1.38
1417,A Collection of Activision Classic Games for the Atari 2600,Misc,Activision,0.76,0.52,0.0,0.09,1.37
1491,TOCA 2: Touring Cars,Racing,Codemasters,0.03,1.16,0.02,0.11,1.32
1574,Devil Dice,Puzzle,THQ,0.05,0.03,1.1,0.08,1.26
1579,Brian Lara Cricket,Sports,Codemasters,0.02,1.13,0.01,0.1,1.26
1581,Wheel of Fortune,Misc,Hasbro Interactive,0.99,0.22,0.0,0.04,1.26
1598,Road Rash 3D,Racing,Electronic Arts,1.05,0.16,0.0,0.04,1.25
1624,Vigilante 8,Racing,Activision,0.68,0.47,0.0,0.08,1.23
1649,WCW Mayhem,Fighting,Electronic Arts,0.68,0.46,0.0,0.08,1.22
1733,Cool Boarders 4,Sports,989 Studios,0.65,0.44,0.0,0.08,1.17
1781,Asteroids,Shooter,Success,0.64,0.43,0.0,0.07,1.15
1787,Brave Fencer Musashi,Role-Playing,SquareSoft,0.25,0.17,0.65,0.07,1.14
1812,Jampack Winter '98,Misc,Sony Computer Entertainment,0.63,0.43,0.0,0.07,1.13
1870,Star Ocean: The Second Story,Role-Playing,Sony Computer Entertainment,0.26,0.1,0.72,0.02,1.1
1880,BeatMania,Simulation,Konami Digital Entertainment,0.0,0.0,1.07,0.02,1.09
1893,NFL Blitz 2000,Sports,Midway Games,0.6,0.41,0.0,0.07,1.09
1913,Ready 2 Rumble Boxing,Sports,Midway Games,0.6,0.41,0.0,0.07,1.08
1939,NCAA Football 99,Sports,Electronic Arts,0.59,0.4,0.0,0.07,1.06
1947,Simple 1500 Series Vol. 1: The Mahjong,Misc,D3Publisher,0.0,0.0,0.99,0.07,1.06
1987,Monster Rancher 2,Simulation,Sony Computer Entertainment,0.19,0.13,0.66,0.07,1.05
2004,Jeremy McGrath Supercross 98,Racing,Acclaim Entertainment,0.91,0.1,0.0,0.03,1.04
2026,Street Fighter Alpha 3,Fighting,Virgin Interactive,0.38,0.12,0.51,0.02,1.03
2042,Pong: The Next Level,Puzzle,Hasbro Interactive,0.56,0.38,0.0,0.07,1.01
2095,Oddworld: Abe's Exoddus,Platform,GT Interactive,0.55,0.38,0.0,0.06,0.99
2396,NHL 2000,Sports,Electronic Arts,0.48,0.33,0.0,0.06,0.87
2422,MLB 99,Sports,Sony Computer Entertainment,0.48,0.32,0.0,0.06,0.86
2493,The Game of Life,Misc,Unknown,0.46,0.31,0.0,0.05,0.83
2503,MediEvil,Platform,Sony Computer Entertainment,0.46,0.31,0.0,0.05,0.83
2555,The Next Tetris,Puzzle,Atari,0.45,0.31,0.0,0.05,0.81
2559,World Soccer Jikkyou Winning Eleven 3: World Cup France '98,Sports,Konami Digital Entertainment,0.0,0.0,0.75,0.05,0.81
2657,NBA ShootOut 98,Sports,Sony Computer Entertainment,0.43,0.29,0.0,0.05,0.78
2698,ISS Pro Evolution,Sports,Konami Digital Entertainment,0.0,0.0,0.71,0.05,0.76
2833,SD Gundam G Generation,Strategy,Namco Bandai Games,0.0,0.0,0.67,0.05,0.72
2855,Fear Effect,Action,Eidos Interactive,0.4,0.27,0.0,0.05,0.72
2895,South Park,Shooter,Acclaim Entertainment,0.39,0.27,0.0,0.05,0.71
2909,Command & Conquer: Red Alert Retaliation,Strategy,Virgin Interactive,0.39,0.27,0.0,0.05,0.7
2924,Chocobo's Dungeon 2,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05,0.7
2960,NFL Xtreme,Sports,Sony Computer Entertainment,0.38,0.26,0.0,0.05,0.69
2994,Bushido Blade 2,Fighting,SquareSoft,0.25,0.17,0.22,0.04,0.68
2995,Suikoden II,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68
3015,Street Sk8er,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.67
3023,Spice World,Action,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.67
3060,Tiger Woods PGA Tour 2000,Sports,Electronic Arts,0.37,0.25,0.0,0.04,0.66
3074,Legend of Legaia,Role-Playing,Sony Computer Entertainment,0.37,0.25,0.0,0.04,0.66
3088,Um Jammer Lammy,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66
3095,Animaniacs Ten Pin Alley,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66
3117,Centipede,Shooter,Atari,0.36,0.25,0.0,0.04,0.65
3307,Small Soldiers,Platform,Electronic Arts,0.34,0.23,0.0,0.04,0.61
3368,BeatMania Append 3rdMix,Simulation,Konami Digital Entertainment,0.0,0.0,0.56,0.04,0.6
3372,Xena: Warrior Princess,Adventure,Electronic Arts,0.33,0.23,0.0,0.04,0.6
3393,CyberTiger,Sports,Electronic Arts,0.33,0.22,0.0,0.04,0.59
3401,Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,Sports,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.59
3473,Tales of Phantasia,Role-Playing,Namco Bandai Games,0.0,0.0,0.54,0.04,0.58
3476,Gex: Enter the Gecko,Platform,BMG Interactive Entertainment,0.32,0.22,0.0,0.04,0.58
3482,Championship Motocross featuring Ricky Carmichael,Racing,THQ,0.32,0.22,0.0,0.04,0.58
