Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
6,Tetris,Puzzle,Nintendo,23.2,2.26,4.22,0.58,30.26
22,Super Mario Land,Platform,Nintendo,10.83,2.71,4.18,0.42,18.14
171,Dr. Mario,Puzzle,Nintendo,2.18,0.96,2.0,0.2,5.34
777,Golf,Sports,Nintendo,0.83,0.33,0.92,0.04,2.12
854,Tennis,Sports,Nintendo,0.75,0.3,0.9,0.04,1.99
882,Alleyway,Puzzle,Nintendo,0.96,0.38,0.55,0.05,1.94
1144,Baseball,Sports,Nintendo,0.66,0.27,0.65,0.03,1.61
1544,Yakuman,Misc,Nintendo,0.0,0.0,1.28,0.0,1.28
1680,SolarStriker,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
1860,The Final Fantasy Legend,Role-Playing,SquareSoft,0.0,0.0,1.1,0.0,1.1
