Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1569,Battle Arena Toshinden,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
2603,Ridge Racer,Racing,Sony Computer Entertainment,0.0,0.0,0.74,0.05,0.79
2636,Doom,Shooter,Infogrames,0.43,0.3,0.0,0.05,0.78
3507,Theme Park,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
4390,NHL FaceOff,Sports,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.45
5016,ESPN Extreme Games,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
5103,Kileak: The DNA Imperative,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
5535,Parodius,Shooter,Konami Digital Entertainment,0.0,0.0,0.31,0.02,0.33
6643,A. IV Evolution: A Ressha de Ikou 4,Strategy,ArtDink,0.0,0.0,0.24,0.02,0.25
7949,ThunderStrike 2,Simulation,Core Design Ltd.,0.1,0.07,0.0,0.01,0.19
10038,Primal Rage,Fighting,Time Warner Interactive,0.06,0.04,0.0,0.01,0.11
10091,Jikkyou Powerful Pro Yakyuu '95,Sports,Konami Digital Entertainment,0.0,0.0,0.11,0.01,0.11
10356,Jupiter Strike,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.11
10674,Crime Crackers,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.1
11441,King's Field (Japan),Role-Playing,From Software,0.0,0.0,0.08,0.01,0.08
12080,Motor Toon Grand Prix (Japan),Racing,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.07
12265,Discworld,Adventure,Psygnosis,0.04,0.02,0.0,0.0,0.06
