Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
38,Call of Duty: Modern Warfare 3,Shooter,Activision,5.54,5.82,0.49,1.62,13.46
104,Battlefield 3,Shooter,Electronic Arts,2.85,2.93,0.35,1.1,7.23
116,Uncharted 3: Drake's Deception,Action,Sony Computer Entertainment,2.77,2.8,0.19,1.06,6.83
122,FIFA 12,Sports,Electronic Arts,0.84,4.32,0.11,1.42,6.69
127,The Elder Scrolls V: Skyrim,Role-Playing,Bethesda Softworks,2.55,2.71,0.25,1.05,6.56
160,Batman: Arkham City,Action,Warner Bros. Interactive Entertainment,2.7,1.91,0.11,0.8,5.53
264,Assassin's Creed: Revelations,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24
388,LittleBigPlanet 2,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
418,L.A. Noire,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
509,Mortal Kombat,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85
529,Killzone 3,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
564,Final Fantasy XIII-2,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
617,Saints Row: The Third,Action,THQ,0.86,1.06,0.18,0.39,2.49
695,Dead Island,Action,Deep Silver,1.08,0.75,0.15,0.31,2.29
719,Madden NFL 12,Sports,Electronic Arts,1.93,0.15,0.0,0.17,2.25
742,Pro Evolution Soccer 2012,Action,Konami Digital Entertainment,0.34,0.97,0.55,0.33,2.19
778,NBA 2K12,Sports,Take-Two Interactive,1.61,0.27,0.05,0.18,2.11
813,Dark Souls,Role-Playing,Namco Bandai Games,0.75,0.54,0.54,0.23,2.07
837,Need for Speed: The Run,Action,Electronic Arts,0.58,1.06,0.03,0.37,2.04
941,inFAMOUS 2,Action,Sony Computer Entertainment,1.05,0.49,0.08,0.23,1.85
1018,Portal 2,Shooter,Valve,0.83,0.63,0.02,0.25,1.74
1129,Sonic Generations,Platform,Sega,0.6,0.73,0.02,0.28,1.63
1206,Ni no Kuni: Wrath of the White Witch,Role-Playing,Namco Bandai Games,0.6,0.51,0.21,0.23,1.55
1254,Resistance 3,Shooter,Sony Computer Entertainment,0.64,0.58,0.05,0.23,1.5
1283,Mass Effect 2,Role-Playing,Electronic Arts,0.78,0.47,0.03,0.2,1.48
1345,Dead Space 2,Shooter,Electronic Arts,0.73,0.5,0.0,0.21,1.44
1394,Deus Ex: Human Revolution,Shooter,Square Enix,0.5,0.6,0.07,0.23,1.39
1436,Marvel vs. Capcom 3: Fate of Two Worlds,Fighting,Capcom,0.81,0.29,0.11,0.14,1.35
1456,The ICO & Shadow of the Colossus Collection,Adventure,Sony Computer Entertainment,0.67,0.37,0.13,0.17,1.35
1470,Rage,Shooter,Bethesda Softworks,0.47,0.59,0.06,0.21,1.33
1517,Crysis 2,Action,Electronic Arts,0.45,0.57,0.06,0.21,1.3
1602,Tales of Xillia,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24
1642,F1 2011,Racing,Codemasters,0.12,0.75,0.11,0.25,1.22
1669,LEGO Star Wars III: The Clone Wars,Action,LucasArts,0.52,0.49,0.0,0.2,1.2
1714,WWE '12,Fighting,THQ,0.53,0.46,0.02,0.17,1.18
1759,Rocksmith,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16
1764,Omerta: City of Gangsters,Simulation,Konami Digital Entertainment,0.52,0.46,0.0,0.17,1.15
1776,Ratchet & Clank: All 4 One,Platform,Sony Computer Entertainment,0.75,0.22,0.05,0.12,1.15
1778,Fight Night Champion,Fighting,Electronic Arts,0.45,0.51,0.0,0.19,1.15
1910,DiRT 3,Racing,Codemasters,0.27,0.59,0.01,0.21,1.08
2018,Rayman Origins,Platform,Ubisoft,0.33,0.51,0.01,0.18,1.03
2092,LEGO Pirates of the Caribbean: The Video Game,Action,Disney Interactive Studios,0.36,0.46,0.0,0.17,0.99
