Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
318,Namco Museum Vol.1,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
416,Tekken,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
463,Rayman,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
952,Air Combat,Simulation,Sony Computer Entertainment,0.92,0.33,0.52,0.05,1.83
1190,Twisted Metal,Action,Sony Computer Entertainment,1.32,0.19,0.0,0.05,1.56
1556,Road Rash,Racing,Electronic Arts,0.71,0.48,0.0,0.08,1.27
1842,Arc the Lad,Role-Playing,Sony Computer Entertainment,0.0,0.0,1.1,0.01,1.11
1936,Ridge Racer Revolution,Racing,Sony Computer Entertainment,0.17,0.12,0.71,0.07,1.07
2070,Road & Track Presents: The Need for Speed,Racing,Electronic Arts,0.56,0.38,0.0,0.07,1.0
2304,Destruction Derby,Racing,Psygnosis,0.5,0.34,0.0,0.06,0.9
2378,Gex,Platform,Crystal Dynamics,0.49,0.33,0.0,0.06,0.87
2448,NFL GameDay,Sports,Sony Computer Entertainment,0.47,0.32,0.0,0.06,0.85
2696,Street Fighter Alpha: Warriors' Dreams,Fighting,Virgin Interactive,0.17,0.11,0.43,0.05,0.76
2892,Battle Arena Toshinden 2,Fighting,Sony Computer Entertainment,0.15,0.1,0.41,0.05,0.71
3354,Suikoden,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6
3445,Tokimeki Memorial: Forever with You,Simulation,Konami Digital Entertainment,0.0,0.0,0.55,0.04,0.58
3522,Beyond The Beyond,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
3680,Mortal Kombat 3,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
3987,Bases Loaded '96: Double Header,Sports,Jaleco,0.28,0.19,0.0,0.03,0.5
4167,WipEout,Action,Psygnosis,0.26,0.18,0.0,0.03,0.47
4305,Warhawk,Simulation,Sony Computer Entertainment,0.25,0.17,0.0,0.03,0.46
4375,Persona,Role-Playing,Atlus,0.0,0.0,0.42,0.03,0.45
4381,Mobile Suit Gundam,Action,Namco Bandai Games,0.0,0.0,0.42,0.03,0.45
5247,Boxer's Road,Fighting,New,0.0,0.0,0.33,0.02,0.36
5571,Shin Nippon Pro Wrestling: Toukon Retsuden,Fighting,Tomy Corporation,0.0,0.0,0.3,0.02,0.33
5642,Extreme Pinball,Misc,Electronic Arts,0.18,0.12,0.0,0.02,0.32
5709,NBA ShootOut,Sports,Sony Computer Entertainment,0.17,0.12,0.0,0.02,0.31
5844,Jumping Flash!,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
6198,NBA In The Zone,Sports,Konami Digital Entertainment,0.16,0.11,0.0,0.02,0.28
6401,Final Doom,Shooter,GT Interactive,0.15,0.1,0.0,0.02,0.27
6716,NBA Jam Tournament Edition,Sports,Acclaim Entertainment,0.14,0.09,0.0,0.02,0.25
6786,Panzer General,Strategy,Mindscape,0.14,0.09,0.0,0.02,0.24
6805,Namco Tennis Smash Court,Sports,Sony Computer Entertainment,0.0,0.0,0.23,0.02,0.24
6924,PGA Tour 96,Sports,Electronic Arts,0.13,0.09,0.0,0.02,0.24
7104,The Raiden Project,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23
7683,Bust-A-Move 2 Arcade Edition,Puzzle,Acclaim Entertainment,0.11,0.07,0.0,0.01,0.2
7922,College Slam,Sports,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.19
8237,Street Fighter: The Movie,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17
8354,Space Griffon VF-9,Role-Playing,Panther Software,0.02,0.02,0.12,0.01,0.17
8394,Off-World Interceptor Extreme,Racing,Crystal Dynamics,0.09,0.06,0.0,0.01,0.17
8516,King's Field,Role-Playing,Sony Computer Entertainment,0.09,0.06,0.0,0.01,0.16
8627,FIFA Soccer 96,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16
8669,StarBlade α,Shooter,Sony Computer Entertainment,0.0,0.0,0.15,0.01,0.16
8989,Wizardry VII: Gadeia no Houshu,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.14,0.01,0.15
9164,Epidemic,Shooter,Sony Computer Entertainment,0.02,0.01,0.1,0.01,0.14
9209,Agile Warrior F-111X,Simulation,Virgin Interactive,0.08,0.05,0.0,0.01,0.14
9243,Cyber Sled,Action,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.14
9258,In the Hunt,Shooter,THQ,0.03,0.02,0.07,0.01,0.14
9367,Sentou Kokka Air Land Battle,Strategy,Sony Computer Entertainment,0.0,0.0,0.13,0.01,0.13
9462,Romance of the Three Kingdoms IV: Wall of Fire,Strategy,Tecmo Koei,0.05,0.03,0.04,0.01,0.13
9470,Disruptor,Shooter,Interplay,0.07,0.05,0.0,0.01,0.13
9538,Namco Soccer Prime Goal,Sports,Sony Computer Entertainment,0.0,0.0,0.12,0.01,0.13
9607,World Cup Golf: Professional Edition,Sports,U.S. Gold,0.07,0.05,0.0,0.01,0.13
9980,Sengoku Cyber: Fujimaru Jigokuhen,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.01,0.12
10338,Victory Zone,Misc,Sony Computer Entertainment,0.0,0.0,0.1,0.01,0.11
10354,Hyper Formation Soccer,Sports,Human Entertainment,0.0,0.0,0.1,0.01,0.11
10380,Carnage Heart,Strategy,Sony Computer Entertainment,0.01,0.01,0.09,0.01,0.11
10406,Project: Horned Owl,Shooter,Sony Computer Entertainment,0.03,0.02,0.05,0.01,0.11
10418,D,Adventure,Acclaim Entertainment,0.0,0.0,0.1,0.01,0.11
10497,Revolution X,Shooter,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1
10514,Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,Fighting,Atlus,0.0,0.0,0.1,0.01,0.1
10539,Shellshock,Action,Core Design Ltd.,0.06,0.04,0.0,0.01,0.1
10877,X-COM: UFO Defense,Strategy,Microprose,0.05,0.04,0.0,0.01,0.09
10907,Shockwave Assault,Simulation,Electronic Arts,0.05,0.04,0.0,0.01,0.09
10972,Rapid Reload,Shooter,Sony Computer Entertainment,0.0,0.0,0.09,0.01,0.09
11065,Detana TwinBee Yahho! Deluxe Pack,Shooter,Konami Digital Entertainment,0.0,0.0,0.08,0.01,0.09
11239,Cyberia,Action,Interplay,0.05,0.03,0.0,0.01,0.09
11357,Blades of Blood: Samurai Shodown III,Fighting,Sony Computer Entertainment,0.05,0.03,0.0,0.01,0.08
11442,Slam 'n Jam '96 featuring Magic & Kareem,Sports,Crystal Dynamics,0.04,0.03,0.0,0.01,0.08
11530,Tempest 3X,Shooter,Interplay,0.04,0.03,0.0,0.01,0.08
11531,A-Train,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08
11587,Striker 96,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01,0.08
11677,Krazy Ivan,Simulation,Psygnosis,0.04,0.03,0.0,0.0,0.08
11742,Myst,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07
11796,Classic Road,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07
11876,Viewpoint,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
12077,Space Hulk: Vengeance of the Blood Angels,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07
12127,DefCon 5,Shooter,Psygnosis,0.04,0.03,0.0,0.0,0.07
12348,Bubble Bobble also featuring Rainbow Islands,Puzzle,Acclaim Entertainment,0.04,0.02,0.0,0.0,0.06
12357,Star Fighter,Shooter,Telstar,0.04,0.02,0.0,0.0,0.06
12587,3D Lemmings,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06
12725,Zero Divide,Fighting,Ocean,0.03,0.02,0.0,0.0,0.06
12801,WWF Wrestlemania: The Arcade Game,Fighting,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06
12921,Hi-Octane: The Track Fights Back!,Racing,Electronic Arts,0.03,0.02,0.0,0.0,0.05
13090,Philosoma,Shooter,Sony Computer Entertainment,0.03,0.02,0.0,0.0,0.05
13224,Johnny Bazookatone,Platform,U.S. Gold,0.03,0.02,0.0,0.0,0.05
13272,Zoop,Puzzle,MediaQuest,0.03,0.02,0.0,0.0,0.05
13333,Magic Carpet,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05
13460,Sotsugyou II: Neo Generation,Simulation,Riverhillsoft,0.0,0.0,0.04,0.0,0.04
13706,Novastorm,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04
13804,Thoroughbred Breeder II Plus,Simulation,Hect,0.0,0.0,0.04,0.0,0.04
13893,Ide Yosuke no Mahjong Kazoku,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04
14229,Night Head: The Labyrinth,Adventure,Fuji,0.0,0.0,0.03,0.0,0.03
14526,Robo Pit,Fighting,Kokopeli Digital Studios,0.02,0.01,0.0,0.0,0.03
14759,The Perfect Golf,Sports,Seta Corporation,0.0,0.0,0.03,0.0,0.03
14790,Hermie Hopperhead: Scrap Panic,Platform,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.03
14907,Doki Oki,Adventure,Banpresto,0.0,0.0,0.02,0.0,0.03
15317,Aquanaut's Holiday,Adventure,Sony Computer Entertainment,0.01,0.01,0.0,0.0,0.02
16557,Psychic Detective,Adventure,Electronic Arts,0.01,0.0,0.0,0.0,0.01
