Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
121,Call of Duty 4: Modern Warfare,Shooter,Activision,3.1,2.3,0.28,1.04,6.72
211,Uncharted: Drake's Fortune,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94
219,Assassin's Creed,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83
273,Gran Turismo 5 Prologue,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
446,The Elder Scrolls IV: Oblivion,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
591,Ratchet & Clank Future: Tools of Destruction,Platform,Sony Computer Entertainment,0.93,1.12,0.08,0.45,2.59
659,LEGO Star Wars: The Complete Saga,Action,LucasArts,1.02,0.97,0.0,0.39,2.38
712,Guitar Hero III: Legends of Rock,Misc,Activision,1.4,0.54,0.02,0.3,2.26
823,Need for Speed: ProStreet,Racing,Electronic Arts,0.73,0.92,0.04,0.37,2.05
1003,FIFA Soccer 08,Sports,Electronic Arts,0.35,1.07,0.02,0.32,1.76
1100,Heavenly Sword,Action,Sony Computer Entertainment,0.57,0.73,0.06,0.3,1.66
1166,Pro Evolution Soccer 2008,Sports,Konami Digital Entertainment,0.04,1.1,0.32,0.13,1.59
1467,WWE SmackDown vs Raw 2008,Fighting,THQ,0.62,0.5,0.01,0.21,1.33
1588,Tom Clancy's Rainbow Six: Vegas,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25
1621,Medal of Honor: Airborne,Shooter,Electronic Arts,0.25,0.7,0.03,0.25,1.23
1748,SingStar,Misc,Sony Computer Entertainment,0.45,0.58,0.0,0.13,1.16
1766,Ninja Gaiden Sigma,Action,Eidos Interactive,0.57,0.33,0.09,0.16,1.15
1788,Hot Shots Golf: Out of Bounds,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14
1878,Virtua Fighter 5,Fighting,Sega,0.29,0.52,0.08,0.2,1.09
1906,The Orange Box,Shooter,Electronic Arts,0.28,0.59,0.0,0.22,1.08
1945,DiRT,Racing,Codemasters,0.16,0.67,0.0,0.23,1.06
1962,Virtua Tennis 3,Sports,Sega,0.23,0.59,0.03,0.22,1.06
1964,Warhawk,Simulation,Sony Computer Entertainment,0.49,0.39,0.0,0.17,1.06
2011,Tom Clancy's Ghost Recon Advanced Warfighter 2,Shooter,Ubisoft,0.34,0.48,0.02,0.19,1.04
2130,Madden NFL 08,Sports,Electronic Arts,0.89,0.01,0.0,0.08,0.97
2295,The Simpsons Game,Action,Electronic Arts,0.38,0.37,0.0,0.15,0.91
2478,Time Crisis 4,Shooter,Namco Bandai Games,0.32,0.33,0.05,0.14,0.84
2721,Kane & Lynch: Dead Men,Shooter,Eidos Interactive,0.29,0.32,0.01,0.13,0.76
2789,Pirates of the Caribbean: At World's End,Action,Disney Interactive Studios,0.17,0.41,0.0,0.15,0.74
2790,Tiger Woods PGA Tour 08,Sports,Electronic Arts,0.22,0.38,0.0,0.14,0.74
2868,Dynasty Warriors 6,Action,Tecmo Koei,0.18,0.08,0.41,0.04,0.71
2982,Spider-Man 3,Platform,Activision,0.26,0.29,0.02,0.12,0.68
3009,Unreal Tournament III,Shooter,Midway Games,0.33,0.24,0.0,0.11,0.67
3014,The Darkness,Shooter,Take-Two Interactive,0.2,0.34,0.0,0.13,0.67
3167,Sega Rally Revo,Racing,Sega,0.07,0.43,0.0,0.14,0.64
3178,NBA Live 08,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64
3656,F.E.A.R.,Shooter,Vivendi Games,0.18,0.27,0.0,0.1,0.55
3660,NBA 2K8,Sports,Take-Two Interactive,0.5,0.01,0.0,0.05,0.55
3806,Stuntman: Ignition,Racing,THQ,0.17,0.26,0.0,0.1,0.53
3853,Ratatouille,Action,THQ,0.09,0.32,0.0,0.11,0.52
3863,Lair,Action,Sony Computer Entertainment,0.36,0.04,0.08,0.04,0.52
4134,Dynasty Warriors Gundam,Action,Tecmo Koei,0.14,0.01,0.31,0.02,0.48
4230,MX vs. ATV Untamed,Racing,THQ,0.35,0.06,0.0,0.05,0.46
4389,Tony Hawk's Proving Ground,Sports,Activision,0.36,0.05,0.0,0.05,0.45
4546,Def Jam Icon,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.43
4692,Cars: Mater-National Championship,Racing,THQ,0.37,0.01,0.0,0.03,0.41
4791,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Action,Activision,0.32,0.04,0.01,0.04,0.4
5010,Skate,Sports,Electronic Arts,0.29,0.05,0.0,0.04,0.38
5013,NCAA Football 08,Sports,Electronic Arts,0.35,0.0,0.0,0.03,0.38
5362,Conan,Action,THQ,0.13,0.15,0.0,0.06,0.34
5429,The Eye of Judgment,Misc,Sony Computer Entertainment,0.28,0.0,0.02,0.03,0.34
5555,Folklore,Role-Playing,Sony Computer Entertainment,0.2,0.05,0.05,0.03,0.33
5730,MLB 07: The Show,Sports,Sony Computer Entertainment,0.29,0.0,0.0,0.02,0.31
5838,Stranglehold,Shooter,Midway Games,0.24,0.03,0.0,0.03,0.3
5972,The Godfather: Dons Edition,Action,Electronic Arts,0.25,0.02,0.0,0.03,0.29
6033,Bladestorm: The Hundred Years' War,Action,Tecmo Koei,0.1,0.03,0.14,0.02,0.29
6104,The Golden Compass,Action,Sega,0.14,0.1,0.0,0.05,0.29
6521,Juiced 2: Hot Import Nights,Racing,THQ,0.18,0.04,0.01,0.03,0.26
6542,Tom Clancy's Splinter Cell: Double Agent,Action,Ubisoft,0.2,0.03,0.0,0.03,0.26
6612,NHL 08,Action,Electronic Arts,0.16,0.06,0.0,0.03,0.25
6744,Harry Potter and the Order of the Phoenix,Action,Electronic Arts,0.18,0.04,0.0,0.03,0.25
6760,Major League Baseball 2K7,Sports,Spike,0.23,0.0,0.0,0.02,0.25
7046,NASCAR 08,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23
7504,Enchanted Arms,Role-Playing,Ubisoft,0.17,0.01,0.0,0.02,0.2
7572,Clive Barker's Jericho,Shooter,Codemasters,0.17,0.01,0.0,0.02,0.2
8165,College Hoops 2K7,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18
8541,Beowulf: The Game,Action,Ubisoft,0.14,0.01,0.0,0.01,0.16
8556,The BIGS,Sports,Take-Two Interactive,0.15,0.0,0.0,0.01,0.16
8606,TimeShift,Shooter,Vivendi Games,0.14,0.01,0.0,0.01,0.16
8740,All-Pro Football 2K8,Sports,Take-Two Interactive,0.14,0.0,0.0,0.01,0.15
8788,Blazing Angels 2: Secret Missions of WWII,Simulation,Ubisoft,0.1,0.03,0.0,0.02,0.15
8807,Fantastic Four: Rise of the Silver Surfer,Action,Take-Two Interactive,0.12,0.02,0.0,0.02,0.15
8823,NBA Street Homecourt,Sports,Electronic Arts,0.12,0.02,0.0,0.02,0.15
8881,Soldier of Fortune: Payback,Shooter,Activision,0.12,0.02,0.0,0.01,0.15
9216,College Hoops 2K8,Sports,Take-Two Interactive,0.13,0.0,0.0,0.01,0.14
9451,NBA 08,Sports,Sony Computer Entertainment,0.12,0.0,0.0,0.01,0.13
10570,World Snooker Championship 2007,Sports,Sega,0.0,0.1,0.0,0.0,0.1
10582,World Series of Poker 2008: Battle for the Bracelets,Misc,Activision,0.08,0.01,0.0,0.01,0.1
10781,EyeCreate,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1
10945,NCAA March Madness 08,Sports,Electronic Arts,0.08,0.0,0.0,0.01,0.09
10951,NHL 2K8,Sports,Take-Two Interactive,0.08,0.01,0.0,0.01,0.09
11221,Blacksite: Area 51,Shooter,Midway Games,0.07,0.01,0.0,0.01,0.09
11595,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
11789,Record of Agarest War,Role-Playing,Ghostlight,0.0,0.03,0.03,0.01,0.07
12241,Pro Yaky? Spirits 4,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07
13763,Imabikisou,Adventure,Sega,0.0,0.0,0.04,0.0,0.04
13795,Surf's Up,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04
14011,Enchanted Arms (JP sales),Role-Playing,Ubisoft,0.0,0.0,0.04,0.0,0.04
14149,Wangan Midnight,Racing,Genki,0.0,0.0,0.03,0.0,0.03
15853,Winning Post 7: Maximum 2007,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02
