Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
236,Splatoon,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57
430,Super Mario Maker,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
1209,Mario Party 10,Misc,Nintendo,0.69,0.5,0.24,0.11,1.55
1528,Yoshi's Woolly World,Platform,Nintendo,0.61,0.47,0.11,0.1,1.29
2461,Xenoblade Chronicles X,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84
3444,Just Dance 2016,Misc,Ubisoft,0.28,0.25,0.0,0.05,0.58
3780,LEGO Jurassic World,Action,Warner Bros. Interactive Entertainment,0.28,0.19,0.02,0.04,0.53
3787,Kirby and the Rainbow Curse,Platform,Nintendo,0.23,0.14,0.12,0.04,0.53
3924,LEGO Dimensions,Action,Warner Bros. Interactive Entertainment,0.3,0.16,0.0,0.05,0.51
4127,Skylanders: SuperChargers,Action,Activision,0.25,0.18,0.0,0.04,0.48
4402,Mario Tennis Ultra Smash,Sports,Nintendo,0.13,0.16,0.13,0.03,0.45
4422,Disney Infinity 3.0,Action,Disney Interactive Studios,0.2,0.21,0.0,0.04,0.44
4659,Animal Crossing: Amiibo Festival,Misc,Nintendo,0.19,0.11,0.09,0.03,0.42
7270,Shin Megami Tensei x Fire Emblem,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22
8106,Guitar Hero Live,Misc,Activision,0.12,0.04,0.0,0.02,0.18
9907,Rodea the Sky Soldier,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
10400,Shovel Knight,Platform,Yacht Club Games,0.06,0.04,0.0,0.01,0.11
11554,Just Dance: Disney Party 2,Action,Ubisoft,0.06,0.01,0.0,0.01,0.08
12400,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,Misc,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
12428,Devil's Third,Action,Nintendo,0.04,0.02,0.0,0.01,0.06
12823,Legend of Kay,Action,Nordic Games,0.03,0.02,0.0,0.0,0.05
12885,Adventure Time: Finn & Jake Investigations,Action,Little Orbit,0.03,0.02,0.0,0.0,0.05
14271,YoKai Watch Dance: Just Dance Special Version,Misc,Level 5,0.0,0.0,0.03,0.0,0.03
16107,Barbie and Her Sisters Puppy Rescue,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16299,Legend of Kay Anniversary,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01
16329,Dragon Quest X: All in One Package,Role-Playing,Square Enix,0.0,0.0,0.01,0.0,0.01
16360,Mario vs. Donkey Kong: Tipping Stars,Puzzle,Nintendo,0.0,0.0,0.01,0.0,0.01
16459,Art Academy: Home Studio,Misc,Nintendo,0.0,0.0,0.01,0.0,0.01
