Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
24,Grand Theft Auto V,Action,Take-Two Interactive,9.63,5.31,0.06,1.38,16.38
62,Call of Duty: Ghosts,Shooter,Activision,6.72,2.63,0.04,0.82,10.21
73,Minecraft,Misc,Microsoft Game Studios,5.58,2.83,0.02,0.77,9.2
257,FIFA 14,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31
366,Battlefield 4,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
402,Assassin's Creed IV: Black Flag,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
626,NBA 2K14,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47
692,LEGO Marvel Super Heroes,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3
751,Madden NFL 25,Sports,Electronic Arts,1.97,0.07,0.0,0.13,2.18
867,BioShock Infinite,Shooter,Take-Two Interactive,1.22,0.57,0.02,0.15,1.96
887,Batman: Arkham Origins,Action,Warner Bros. Interactive Entertainment,1.15,0.61,0.0,0.17,1.93
895,Tomb Raider (2013),Action,Square Enix,0.86,0.87,0.01,0.17,1.92
1062,Saints Row IV,Action,Deep Silver,1.01,0.53,0.01,0.14,1.69
1143,Gears of War: Judgment,Shooter,Microsoft Game Studios,0.92,0.53,0.03,0.13,1.61
1318,Diablo III,Role-Playing,Activision,0.89,0.44,0.0,0.12,1.45
1348,Disney Infinity,Action,Disney Interactive Studios,0.96,0.37,0.0,0.11,1.43
1372,Injustice: Gods Among Us,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0.0,0.11,1.41
1471,Skylanders SWAP Force,Platform,Activision,0.86,0.36,0.0,0.11,1.33
1813,WWE 2K14,Sports,Take-Two Interactive,0.64,0.39,0.0,0.1,1.13
1919,NCAA Football 14,Sports,Electronic Arts,1.01,0.0,0.0,0.06,1.07
2083,Dead Space 3,Action,Electronic Arts,0.64,0.28,0.0,0.08,0.99
2089,Tom Clancy's Splinter Cell: Blacklist,Action,Ubisoft,0.57,0.34,0.01,0.08,0.99
2110,Just Dance 2014,Misc,Ubisoft,0.72,0.19,0.0,0.07,0.98
2201,Rocksmith 2014,Misc,Ubisoft,0.69,0.17,0.0,0.08,0.94
2264,Crysis 3,Shooter,Electronic Arts,0.51,0.33,0.01,0.08,0.92
2480,Need for Speed Rivals,Racing,Electronic Arts,0.37,0.38,0.01,0.08,0.84
2574,Aliens: Colonial Marines,Shooter,Sega,0.36,0.37,0.0,0.07,0.8
2618,Dead Island: Riptide,Action,Deep Silver,0.44,0.27,0.01,0.07,0.79
2843,Terraria,Action,505 Games,0.35,0.31,0.0,0.06,0.72
3179,The Walking Dead: Survival Instinct,Shooter,Activision,0.46,0.12,0.0,0.05,0.64
3416,Payday 2,Shooter,505 Games,0.33,0.21,0.0,0.05,0.59
3531,Defiance,Shooter,Trion Worlds,0.38,0.15,0.0,0.04,0.57
3729,NHL 14,Sports,Electronic Arts,0.4,0.1,0.0,0.04,0.54
3881,Naruto Shippuden: Ultimate Ninja Storm 3,Fighting,Namco Bandai Games,0.29,0.17,0.01,0.04,0.51
3994,Metal Gear Rising: Revengeance,Action,Konami Digital Entertainment,0.29,0.16,0.0,0.04,0.5
4206,Major League Baseball 2K13,Sports,Take-Two Interactive,0.44,0.0,0.0,0.03,0.47
4265,Deadpool,Action,Activision,0.26,0.16,0.0,0.04,0.46
4297,Rayman Legends,Platform,Ubisoft,0.19,0.23,0.0,0.04,0.46
4431,DmC: Devil May Cry,Action,Capcom,0.26,0.13,0.01,0.04,0.44
4955,Farming Simulator 2013,Simulation,Focus Home Interactive,0.22,0.13,0.0,0.03,0.39
5184,Metro: Last Light,Action,Deep Silver,0.17,0.16,0.0,0.03,0.36
5185,Tiger Woods PGA Tour 14,Sports,Electronic Arts,0.21,0.13,0.0,0.03,0.36
5525,F1 2013,Racing,Codemasters,0.01,0.28,0.0,0.03,0.33
6017,Angry Birds Star Wars,Strategy,Activision,0.16,0.11,0.0,0.03,0.29
6056,GRID 2,Racing,Codemasters,0.08,0.17,0.0,0.03,0.29
6064,Lightning Returns: Final Fantasy XIII,Role-Playing,Square Enix,0.15,0.1,0.01,0.02,0.29
6367,Resident Evil: Revelations,Action,Capcom,0.12,0.11,0.02,0.02,0.27
6563,Army of Two: The Devil's Cartel,Shooter,Electronic Arts,0.16,0.07,0.0,0.02,0.26
6751,Pro Evolution Soccer 2014,Action,Konami Digital Entertainment,0.06,0.16,0.0,0.03,0.25
6945,The Bureau: XCOM Declassified,Shooter,Take-Two Interactive,0.1,0.12,0.0,0.02,0.24
7147,Star Trek: The Game,Action,Namco Bandai Games,0.12,0.09,0.0,0.02,0.22
7301,Sniper: Ghost Warrior 2,Shooter,City Interactive,0.06,0.13,0.0,0.02,0.22
8050,Remember Me,Action,Capcom,0.1,0.07,0.0,0.02,0.18
8055,Hitman: HD Trilogy,Action,Square Enix,0.07,0.09,0.0,0.02,0.18
8629,Dynasty Warriors 8,Action,Tecmo Koei,0.09,0.05,0.0,0.01,0.16
8838,Earth Defense Force 2025,Shooter,D3Publisher,0.06,0.04,0.05,0.01,0.15
9452,The Smurfs 2,Platform,Ubisoft,0.03,0.09,0.0,0.01,0.13
9558,Fuse (Insomniac),Shooter,Electronic Arts,0.08,0.04,0.0,0.01,0.13
9780,Lost Planet 3,Shooter,Capcom,0.07,0.04,0.01,0.01,0.12
9803,Killer is Dead,Action,Deep Silver,0.08,0.02,0.01,0.01,0.12
9973,2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe,Misc,Ubisoft,0.09,0.01,0.0,0.01,0.12
10743,Zoo Tycoon (2013),Simulation,Microsoft Game Studios,0.02,0.07,0.0,0.01,0.1
11306,PAC-MAN and the Ghostly Adventures,Platform,Namco Bandai Games,0.04,0.03,0.0,0.01,0.08
11425,Adventure Time: Explore the Dungeon Because I Don't Know!,Action,D3Publisher,0.03,0.04,0.0,0.01,0.08
12695,Ride to Hell,Racing,Deep Silver,0.04,0.01,0.0,0.0,0.06
13356,Fast & Furious: Showdown,Action,Activision,0.0,0.04,0.0,0.0,0.05
13414,SpongeBob SquarePants: Plankton's Robotic Revenge,Shooter,Activision,0.04,0.0,0.0,0.0,0.05
13946,DuckTales: Remastered,Action,Capcom,0.03,0.0,0.0,0.0,0.04
15041,Steins;Gate: Senkei Kousoku no Phonogram,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
15439,Painkiller: Hell & Damnation,Shooter,Nordic Games,0.0,0.01,0.0,0.0,0.02
16065,Turbo: Super Stunt Squad,Sports,D3Publisher,0.0,0.01,0.0,0.0,0.01
16101,Ben 10 Omniverse 2,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16113,DoDonPachi Saidaioujou,Shooter,Cave,0.0,0.0,0.01,0.0,0.01
16127,Young Justice: Legacy,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16208,Caladrius,Shooter,Moss,0.0,0.0,0.01,0.0,0.01
