Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
13107,Super Robot Taisen Neo,Wii,2009,Strategy,Namco Bandai Games,0.0,0.0,0.05,0.0,0.05
9109,Yu-Gi-Oh! Monster Capture GB,GB,2000,Role-Playing,Konami Digital Entertainment,0.0,0.0,0.14,0.0,0.14
15804,XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.01,0.01,0.0,0.0,0.02
13236,Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0.0,0.01,0.05
10410,Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11
13377,Time Travelers,PSV,2012,Adventure,Level 5,0.0,0.0,0.05,0.0,0.05
14861,Hankou Shashin,SAT,1996,Adventure,Imagineer,0.0,0.0,0.03,0.0,0.03
2459,MLB 16: The Show,PS4,2016,Action,Sony Computer Entertainment,0.68,0.0,0.0,0.16,0.84
332,The Witcher 3: Wild Hunt,PS4,2015,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
13349,Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05
2621,FIFA 12,Wii,2011,Sports,Electronic Arts,0.16,0.52,0.0,0.11,0.79
1487,Dark Souls II,PS3,2014,Role-Playing,Namco Bandai Games,0.4,0.36,0.4,0.17,1.32
1413,Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.58,0.0,0.15,1.38
12484,Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06
9739,Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
10206,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,0.07,0.03,0.0,0.01,0.11
11172,F.E.A.R. Files,X360,2007,Shooter,Vivendi Games,0.07,0.01,0.0,0.01,0.09
14748,ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,0.0,0.0,0.03,0.0,0.03
13671,WTF: Work Time Fun,PSP,2005,Puzzle,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04
10116,WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11
1372,Injustice: Gods Among Us,X360,2013,Fighting,Warner Bros. Interactive Entertainment,0.97,0.34,0.0,0.11,1.41
12652,Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
14349,Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
1566,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.73,0.0,0.15,1.27
161,Forza Motorsport 3,X360,2009,Racing,Microsoft Game Studios,2.99,1.92,0.1,0.51,5.51
1669,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.49,0.0,0.2,1.2
14616,Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ,0.02,0.01,0.0,0.0,0.03
14075,Aegis of Earth: Protonovus Assault,PSV,2016,Action,PQube,0.02,0.01,0.0,0.01,0.04
14802,Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0.0,0.0,0.03,0.0,0.03
15562,Earth Seeker,Wii,2011,Role-Playing,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02
7116,The Polar Express,PS2,2004,Adventure,THQ,0.11,0.09,0.0,0.03,0.23
1791,Rabbids Go Home,Wii,2009,Platform,Ubisoft,0.26,0.75,0.0,0.14,1.14
7107,Bicycle Casino 2005,XB,2004,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23
14509,Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega,0.0,0.0,0.03,0.0,0.03
7424,Bionicle,GC,2003,Action,Electronic Arts,0.16,0.04,0.0,0.01,0.21
10598,[Prototype 2],PC,2012,Action,Activision,0.07,0.02,0.0,0.01,0.1
10093,Coraline,PS2,2009,Action,D3Publisher,0.06,0.04,0.0,0.01,0.11
7568,ESPN MLB Baseball,PS2,2004,Sports,Sega,0.1,0.08,0.0,0.03,0.2
6049,Pirates of the Caribbean,XB,2003,Role-Playing,Ubisoft,0.22,0.06,0.0,0.01,0.29
3629,Lunar: Silver Star Story Complete,PS,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55
7826,Tokimeki Memorial Girl's Side 3rd Story,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.19,0.0,0.19
7819,Spider-Man: Shattered Dimensions,DS,2010,Action,Activision,0.17,0.01,0.0,0.01,0.19
11996,Crime Lab: Body of Evidence,DS,2010,Adventure,City Interactive,0.05,0.01,0.0,0.0,0.07
5503,Classic NES Series: Castlevania,GBA,2004,Platform,Nintendo,0.17,0.06,0.09,0.01,0.33
