Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16593,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,Role-Playing,Falcom Corporation,0.0,0.0,0.01,0.0,0.01
14724,King Arthur II,PC,2011,Strategy,Paradox Interactive,0.0,0.02,0.0,0.0,0.03
6705,Freshly-Picked: Tingle's Rosy Rupeeland,DS,2006,Role-Playing,Nintendo,0.0,0.01,0.24,0.0,0.25
6229,Mass Effect 3,WiiU,2012,Role-Playing,Electronic Arts,0.14,0.11,0.0,0.02,0.28
4683,Scooby-Doo and the Cyber Chase,GBA,2001,Adventure,Ubisoft,0.3,0.11,0.0,0.01,0.41
5460,Tales of the World: Radiant Mythology 2,PSP,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.33,0.0,0.33
2940,Fire Emblem: Monsh? no Nazo,SNES,1994,Role-Playing,Nintendo,0.0,0.0,0.7,0.0,0.7
11682,Fate/Tiger Colosseum,PSP,2007,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08
16539,Patrician IV: Gold Edition,PC,2011,Misc,Kalypso Media,0.0,0.01,0.0,0.0,0.01
9520,Margot's Word Brain,Wii,2008,Puzzle,Zoo Digital Publishing,0.12,0.0,0.0,0.01,0.13
7814,Story of Seasons: Good Friends of the Three Villages,3DS,2016,Simulation,Marvelous Interactive,0.0,0.0,0.19,0.0,0.19
13417,Garou Densetsu 3: Road to the Final Victory,SAT,1996,Fighting,SNK,0.0,0.0,0.05,0.0,0.05
10256,NHL Rivals 2004,XB,2003,Sports,Microsoft Game Studios,0.08,0.02,0.0,0.0,0.11
4463,Yu-Gi-Oh! 5D's Tag Force 4,PSP,2009,Strategy,Konami Digital Entertainment,0.19,0.07,0.12,0.06,0.44
4776,Asura's Wrath,PS3,2012,Action,Capcom,0.18,0.12,0.06,0.05,0.41
14265,Driv3r,GBA,2005,Racing,Atari,0.02,0.01,0.0,0.0,0.03
1743,Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.58,0.45,0.0,0.14,1.16
4591,Crash: Mind Over Mutant,DS,2008,Platform,Vivendi Games,0.39,0.0,0.0,0.03,0.42
2829,Ultimate Spider-Man,PS2,2005,Action,Activision,0.6,0.02,0.0,0.1,0.72
11503,Incredible Crisis,PS,1999,Action,Titus,0.04,0.03,0.0,0.01,0.08
10049,Life is Strange,XOne,2016,Adventure,Square Enix,0.08,0.02,0.0,0.01,0.11
15477,Natsuiro High School: Seishun Hakusho,PS4,2015,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02
5057,Scribblenauts: Unlimited,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.09,0.0,0.03,0.38
6841,Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24
5925,Call of Juarez: The Cartel,PS3,2011,Shooter,Ubisoft,0.12,0.13,0.0,0.05,0.3
252,Zelda II: The Adventure of Link,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38
13290,Wasteland 2,XOne,2015,Role-Playing,Deep Silver,0.04,0.01,0.0,0.0,0.05
3064,Thrillville,PS2,2006,Strategy,Atari,0.55,0.02,0.0,0.09,0.66
1438,F1 2010,PS3,2010,Racing,Codemasters,0.25,0.76,0.08,0.27,1.35
14312,Captain Morgane and the Golden Turtle,DS,2012,Adventure,Reef Entertainment,0.0,0.03,0.0,0.0,0.03
11623,MLB Front Office Manager,PS3,2009,Sports,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08
4821,Cabela's Big Game Hunter 2010,PS3,2009,Sports,Activision Value,0.37,0.0,0.0,0.03,0.4
12471,Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06
5337,EverGrace,PS2,2000,Role-Playing,Ubisoft,0.1,0.08,0.15,0.03,0.35
5397,Bank Heist,2600,1982,Action,20th Century Fox Video Games,0.32,0.02,0.0,0.0,0.34
14714,Max Payne,GBA,2003,Shooter,Take-Two Interactive,0.02,0.01,0.0,0.0,0.03
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25
10825,Jaws: Ultimate Predator,Wii,2011,Action,Majesco Entertainment,0.09,0.0,0.0,0.01,0.09
1386,Sonic Advance 3,GBA,2004,Platform,THQ,0.74,0.52,0.08,0.06,1.4
4471,Super Breakout,2600,N/A,Puzzle,Atari,0.41,0.03,0.0,0.0,0.44
11705,Tears to Tiara: Garland of the Earth,PS3,2008,Strategy,Aqua Plus,0.0,0.0,0.08,0.0,0.08
11995,BlazBlue: Chrono Phantasma Extend,PSV,2015,Action,PQube,0.0,0.05,0.0,0.01,0.07
10096,GoldenEye: Rogue Agent,DS,2005,Shooter,Electronic Arts,0.1,0.0,0.0,0.01,0.11
11697,One Piece: Gear Spirit,DS,2007,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
14914,Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02
11459,Princess in Love,DS,2009,Simulation,DTP Entertainment,0.07,0.0,0.0,0.01,0.08
7945,Crash & Spyro Superpack,GBA,2005,Platform,Vivendi Games,0.13,0.05,0.0,0.0,0.19
14822,Franklin the Turtle,GBA,2005,Misc,Game Factory,0.02,0.01,0.0,0.0,0.03
2924,Chocobo's Dungeon 2,PS,1998,Role-Playing,SquareSoft,0.04,0.03,0.58,0.05,0.7
13912,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04
7517,Planet 51,Wii,2009,Action,Sega,0.17,0.02,0.0,0.02,0.2
12950,Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0.0,0.0,0.01,0.05
5886,Glory of Heracles,DS,2008,Role-Playing,Nintendo,0.2,0.0,0.08,0.01,0.3
