Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
5647,Street Fighter Alpha 2,SAT,1995,Fighting,Virgin Interactive,0.0,0.0,0.32,0.0,0.32
508,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
4585,Super Wagyan Land,SNES,1991,Action,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
3417,Dead or Alive Xtreme Beach Volleyball,XB,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59
6881,Fantastic 4,GC,2005,Action,Activision,0.19,0.05,0.0,0.01,0.24
9781,Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0.0,0.0,0.12,0.0,0.12
6503,Minute to Win It,Wii,2010,Misc,Zoo Games,0.25,0.0,0.0,0.02,0.26
3144,Max Payne 2: The Fall of Max Payne,XB,2003,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64
692,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,1.24,0.85,0.0,0.21,2.3
11315,Kidou Senshi Gundam 00,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08
14600,Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5,0.0,0.0,0.03,0.0,0.03
9348,King Arthur,PS2,2004,Action,Konami Digital Entertainment,0.07,0.05,0.0,0.02,0.13
16116,Winning Post 7 Maximum 2008,PS3,2008,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
11830,Wrath Unleashed,PS2,2004,Strategy,LucasArts,0.04,0.03,0.0,0.01,0.07
11485,Tomb Raider: Underworld,PC,2008,Action,Eidos Interactive,0.0,0.06,0.0,0.02,0.08
5638,Peppa Pig: Theme Park Fun,DS,2011,Misc,P2 Games,0.0,0.28,0.0,0.04,0.32
3598,Final Fantasy IV: The Complete Collection,PSP,2011,Role-Playing,Square Enix,0.13,0.09,0.27,0.06,0.56
11237,Petz: Saddle Club,PSP,2009,Simulation,Ubisoft,0.08,0.0,0.0,0.01,0.09
16471,Exstetra,3DS,2013,Role-Playing,FuRyu,0.0,0.0,0.01,0.0,0.01
9789,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0.0,0.1,0.0,0.02,0.12
10782,Skylanders: Spyro's Adventure,PC,2011,Action,Activision,0.05,0.03,0.0,0.01,0.1
13790,Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft,0.0,0.04,0.0,0.0,0.04
3345,NBA 2K8,PS2,2007,Sports,Take-Two Interactive,0.5,0.02,0.0,0.08,0.6
6102,Earthworm Jim,GBA,2001,Platform,Interplay,0.2,0.08,0.0,0.01,0.29
8225,Teen Titans,GBA,N/A,Action,Unknown,0.13,0.05,0.0,0.0,0.17
13885,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.04
1008,Pro Evolution Soccer,PS2,2001,Sports,Konami Digital Entertainment,0.06,0.9,0.53,0.27,1.75
4055,WipEout Pulse,PS2,2009,Racing,Sony Computer Entertainment,0.0,0.15,0.0,0.33,0.49
6306,Pro Race Driver,PS2,2002,Racing,Codemasters,0.13,0.1,0.0,0.03,0.27
3793,The Lord of the Rings: The Fellowship of the Ring,XB,2002,Action,Universal Interactive,0.31,0.19,0.0,0.03,0.53
3329,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",X360,2007,Action,Activision,0.51,0.05,0.0,0.05,0.61
4087,Shrek the Third,PS2,2007,Action,Activision,0.4,0.02,0.0,0.07,0.48
5934,Mega Man ZX,DS,2006,Platform,Capcom,0.18,0.0,0.1,0.02,0.3
5100,NBA Inside Drive 2002,XB,2002,Sports,Microsoft Game Studios,0.28,0.08,0.0,0.01,0.37
14649,Botanicula,PC,2012,Adventure,Daedalic Entertainment,0.0,0.02,0.0,0.0,0.03
1032,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,Universal Interactive,0.95,0.7,0.0,0.08,1.73
103,Just Dance,Wii,2009,Misc,Ubisoft,3.51,3.03,0.0,0.73,7.27
14763,The Golf Club,XOne,2014,Sports,Unknown,0.02,0.0,0.0,0.0,0.03
6837,Kill.Switch,XB,2003,Shooter,Namco Bandai Games,0.18,0.05,0.0,0.01,0.24
15791,"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.",PSV,2016,Adventure,N/A,0.0,0.0,0.02,0.0,0.02
4672,Cyber Troopers Virtual-On,SAT,1995,Fighting,Sega,0.0,0.0,0.42,0.0,0.42
16038,Kaitou Rousseau,DS,2006,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
1805,LEGO Star Wars III: The Clone Wars,3DS,2011,Action,LucasArts,0.61,0.43,0.0,0.09,1.13
3908,Rugrats: Scavenger Hunt,N64,1999,Misc,THQ,0.41,0.09,0.0,0.01,0.51
7479,Gallop Racer 2003: A New Breed,PS2,2002,Sports,Zoo Digital Publishing,0.04,0.03,0.12,0.01,0.21
9238,4x4 EVO 2,GC,2002,Racing,Vivendi Games,0.11,0.03,0.0,0.0,0.14
