Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
14761,Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0.0,0.0,0.03,0.0,0.03
11292,Sega GT Online,XB,2003,Racing,Sega,0.06,0.02,0.0,0.0,0.08
11561,7 Wonders of the Ancient World,PSP,2007,Puzzle,Mumbo Jumbo,0.07,0.0,0.0,0.01,0.08
16305,Tetris Ultimate,PSV,2014,Puzzle,Ubisoft,0.0,0.01,0.0,0.0,0.01
3177,Madden NFL 2001,N64,2000,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64
15701,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,2007,Misc,D3Publisher,0.0,0.0,0.02,0.0,0.02
8054,Vietcong: Purple Haze,PS2,2004,Shooter,Gathering of Developers,0.09,0.07,0.0,0.02,0.18
2493,The Game of Life,PS,1998,Misc,Unknown,0.46,0.31,0.0,0.05,0.83
12005,The Guy Game,XB,2004,Misc,Gathering of Developers,0.05,0.02,0.0,0.0,0.07
8627,FIFA Soccer 96,PS,1995,Sports,Electronic Arts,0.09,0.06,0.0,0.01,0.16
9702,Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.05,0.07,0.0,0.01,0.12
1874,The Simpsons Game,PSP,2007,Action,Electronic Arts,0.24,0.55,0.0,0.31,1.09
14959,Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0.0,0.0,0.02,0.0,0.02
8549,Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Strategy,Konami Digital Entertainment,0.0,0.0,0.16,0.0,0.16
13859,Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0.0,0.0,0.0,0.04
6950,The Walking Dead: Season Two,PS4,2014,Adventure,Telltale Games,0.1,0.09,0.01,0.04,0.24
12921,Hi-Octane: The Track Fights Back!,PS,1995,Racing,Electronic Arts,0.03,0.02,0.0,0.0,0.05
15344,The Technomancer,XOne,2016,Role-Playing,Focus Home Interactive,0.01,0.01,0.0,0.0,0.02
9083,Our House Party!,Wii,N/A,Simulation,Unknown,0.13,0.0,0.0,0.01,0.14
14938,Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
