Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1638,Game & Watch Gallery 2,GB,1997,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22
15342,Homefront: The Revolution,PC,2016,Shooter,Deep Silver,0.0,0.02,0.0,0.0,0.02
1567,Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,0.87,0.3,0.06,0.03,1.27
7320,Steins;Gate,PSV,2013,Adventure,PQube,0.07,0.09,0.0,0.05,0.21
15400,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2012,Action,Comfort,0.0,0.0,0.02,0.0,0.02
9516,BlazBlue: Continuum Shift II,PSP,2011,Fighting,PQube,0.03,0.02,0.07,0.01,0.13
4315,Missile Command,PS,1999,Shooter,Atari,0.25,0.17,0.0,0.03,0.45
13334,Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05
12685,Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016,Misc,Nippon Columbia,0.0,0.0,0.06,0.0,0.06
8233,The Chronicles of Narnia: Prince Caspian,PS3,2008,Action,Disney Interactive Studios,0.14,0.02,0.0,0.02,0.17
11990,MLB Front Office Manager,X360,2009,Sports,Take-Two Interactive,0.06,0.0,0.0,0.01,0.07
368,Rugrats in Paris: The Movie,PS,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52
15421,Super Fruit Fall,Wii,2006,Puzzle,System 3 Arcade Software,0.01,0.0,0.0,0.0,0.02
12693,Aquarium by DS,DS,2008,Simulation,Mercury Games,0.05,0.0,0.0,0.0,0.06
10724,Winter Stars,X360,2011,Sports,Deep Silver,0.05,0.04,0.0,0.01,0.1
1785,Tenchu: Wrath of Heaven,PS2,2003,Action,Activision,0.44,0.34,0.25,0.11,1.14
1158,No Man's Sky,PS4,2016,Action,Hello Games,0.58,0.74,0.02,0.26,1.6
16125,Theatre Of War,PC,2007,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
10967,Atari Classics Evolved,PSP,2007,Misc,Atari,0.08,0.0,0.0,0.01,0.09
8868,All-Star Baseball 2003,GC,2002,Sports,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15
14050,Deception III: Dark Delusion,PS,1999,Role-Playing,Tecmo Koei,0.02,0.01,0.0,0.0,0.04
9648,Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.08,0.04,0.0,0.01,0.13
12361,Game Center CX: 3-Choume no Arino,3DS,2014,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06
4299,Hyperdimension Neptunia,PS3,2010,Role-Playing,Tecmo Koei,0.22,0.11,0.07,0.05,0.46
12861,Shiren the Wanderer 5 Plus: Fortune Tower and the Dice of Fate,PSV,2015,Action,Aksys Games,0.01,0.0,0.04,0.0,0.05
1697,Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,Capcom,0.68,0.14,0.35,0.02,1.19
14875,Battlefield 1942,PC,2002,Shooter,Electronic Arts,0.01,0.01,0.0,0.0,0.03
3585,All-Star Baseball 2002,PS2,2001,Sports,Acclaim Entertainment,0.27,0.21,0.0,0.07,0.56
14983,Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,0.0,0.0,0.02,0.0,0.02
7258,From Russia With Love,GC,2005,Action,Electronic Arts,0.17,0.04,0.0,0.01,0.22
6382,F1 2016 (Codemasters),PS4,2016,Racing,Codemasters,0.01,0.21,0.01,0.04,0.27
2055,Rayman Legends,PS4,2014,Platform,Ubisoft,0.21,0.61,0.0,0.18,1.01
11723,Scooby-Doo! Unmasked,XB,2005,Platform,THQ,0.06,0.02,0.0,0.0,0.08
10886,Fishing Master World Tour,Wii,2009,Sports,Hudson Entertainment,0.09,0.0,0.0,0.01,0.09
10036,Ultimate Mortal Kombat,DS,2007,Fighting,Midway Games,0.09,0.01,0.0,0.01,0.11
6786,Panzer General,PS,1995,Strategy,Mindscape,0.14,0.09,0.0,0.02,0.24
6689,Wheel of Fortune,N64,1997,Misc,Take-Two Interactive,0.2,0.05,0.0,0.0,0.25
15281,Jinsei Game Wii,Wii,2007,Misc,Takara Tomy,0.0,0.0,0.02,0.0,0.02
3262,FIFA Soccer,PSV,2012,Sports,Electronic Arts,0.17,0.34,0.02,0.09,0.62
2254,SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,0.55,0.21,0.0,0.16,0.92
8535,Ready 2 Rumble Revolution,Wii,2009,Sports,Atari,0.15,0.0,0.0,0.01,0.16
15693,Ketsui Death Label,DS,2008,Shooter,Arika,0.0,0.0,0.02,0.0,0.02
3267,Metal Gear Solid V: Ground Zeroes,PS3,2014,Action,Konami Digital Entertainment,0.14,0.14,0.27,0.06,0.62
4853,Legends of WrestleMania,X360,2009,Fighting,THQ,0.2,0.16,0.0,0.04,0.4
8559,Scarface: Money. Power. Respect.,PSP,2006,Strategy,Vivendi Games,0.15,0.0,0.0,0.01,0.16
15001,Payout Poker & Casino,PSP,N/A,Misc,Unknown,0.02,0.0,0.0,0.0,0.02
13419,Double Dragon Advance,GBA,2003,Action,Atlus,0.03,0.01,0.0,0.0,0.05
14776,Jet Grind Radio,GBA,2003,Action,Sega,0.02,0.01,0.0,0.0,0.03
16525,Karnaaj Rally,GBA,2003,Racing,Jaleco,0.01,0.0,0.0,0.0,0.01
10150,The Fairly Odd Parents: Breakin Da Rules,XB,2003,Platform,THQ,0.08,0.02,0.0,0.0,0.11
11569,Penny Racers Party: Turbo-Q Speedway,Wii,2008,Racing,Takara Tomy,0.07,0.0,0.0,0.01,0.08
1138,Mario Hoops 3 on 3,DS,2006,Sports,Nintendo,0.99,0.04,0.49,0.1,1.62
3410,Smurf: Rescue In Gargamel's Castle,2600,1981,Action,Coleco,0.55,0.03,0.0,0.01,0.59
10801,Mind Quiz,PSP,2006,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1
11494,Ultimate Shooting Collection,Wii,2008,Shooter,Milestone,0.08,0.0,0.0,0.0,0.08
12511,S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06
12596,Jacqueline Wilson's Tracy Beaker: The Game,DS,2009,Misc,P2 Games,0.0,0.05,0.0,0.0,0.06
5352,Style Lab: Jewelry Design,DS,2009,Simulation,Ubisoft,0.32,0.0,0.0,0.02,0.34
9372,Euro Truck Simulator 2,PC,2012,Action,SCS Software,0.0,0.12,0.0,0.02,0.13
7820,Aliens versus Predator: Extinction,PS2,2003,Strategy,Electronic Arts,0.09,0.07,0.0,0.02,0.19
14244,Clannad,PS3,2011,Adventure,Prototype,0.0,0.0,0.03,0.0,0.03
8288,Despicable Me: The Game,PSP,2010,Platform,D3Publisher,0.05,0.08,0.0,0.04,0.17
3804,F.E.A.R. 2: Project Origin,X360,2009,Shooter,Warner Bros. Interactive Entertainment,0.32,0.15,0.0,0.05,0.53
4934,Extreme-G: XG2,N64,1998,Racing,Acclaim Entertainment,0.31,0.07,0.0,0.0,0.39
13575,Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0.0,0.01,0.04
