Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
8752,XGIII: Extreme G Racing,GC,2001,Racing,Acclaim Entertainment,0.12,0.03,0.0,0.0,0.15
3186,X-Men Legends II: Rise of Apocalypse,PS2,2005,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63
2392,Beijing 2008,PS3,2008,Sports,Sega,0.14,0.54,0.01,0.18,0.87
11831,Beyond Good & Evil,GC,2003,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07
16172,Hanayamata: Yosakoi Live,PSV,2014,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
11276,Animal Planet: Emergency Vets,DS,2009,Simulation,Activision,0.08,0.0,0.0,0.01,0.08
8091,Jampack Vol. 1,PS,1996,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18
5875,Jonas,DS,2009,Adventure,Disney Interactive Studios,0.28,0.0,0.0,0.02,0.3
14656,Age of Conan: Rise of the Godslayer,PC,2010,Role-Playing,Funcom,0.0,0.02,0.0,0.0,0.03
7303,Sailor Moon,SNES,1993,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
1551,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,0.62,0.49,0.0,0.16,1.28
1105,Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18,1.66
12716,Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!,DS,2009,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06
8190,LEGO Island 2: The Brickster's Revenge,PS,2001,Adventure,LEGO Media,0.1,0.07,0.0,0.01,0.18
4204,MTV Music Generator,PS,1999,Misc,Codemasters,0.26,0.18,0.0,0.03,0.47
7764,Ice Age 2: The Meltdown,GC,2006,Platform,Vivendi Games,0.15,0.04,0.0,0.01,0.19
7368,Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0.0,0.03,0.21
9334,Peppa Pig: Fun and Games,Wii,2010,Misc,Ubisoft,0.0,0.12,0.0,0.02,0.13
7228,Rampage 2: Universal Tour,N64,1999,Action,GT Interactive,0.18,0.04,0.0,0.0,0.22
1183,NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0.0,0.2,1.57
8279,The King of Fighters '97,SAT,1998,Fighting,SNK,0.0,0.0,0.17,0.0,0.17
9205,Rango: The Video Game,Wii,2011,Action,Electronic Arts,0.08,0.04,0.0,0.01,0.14
2242,Brothers in Arms: Hell's Highway,PS3,2008,Shooter,Ubisoft,0.44,0.34,0.0,0.15,0.93
12802,Handball 16,PS4,2015,Sports,Bigben Interactive,0.0,0.05,0.0,0.01,0.06
626,NBA 2K14,X360,2013,Sports,Take-Two Interactive,2.1,0.2,0.0,0.17,2.47
16100,Super PickUps,Wii,2009,Racing,XS Games,0.01,0.0,0.0,0.0,0.01
15410,Maximum Racing: Crash Car Racer,Wii,2010,Racing,Nordic Games,0.01,0.01,0.0,0.0,0.02
1403,Paper Mario,N64,2000,Role-Playing,Nintendo,0.58,0.18,0.59,0.02,1.38
2072,Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,0.25,0.49,0.04,0.22,1.0
5146,Bottom of the 9th,N64,1999,Sports,Konami Digital Entertainment,0.37,0.0,0.0,0.0,0.37
2219,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,0.78,0.03,0.0,0.13,0.94
7873,Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,2004,Action,Konami Digital Entertainment,0.15,0.04,0.0,0.01,0.19
7612,CSI: Unsolved!,DS,2010,Adventure,Ubisoft,0.13,0.06,0.0,0.02,0.2
4331,Dead or Alive: Dimensions,3DS,2011,Fighting,Ubisoft Annecy,0.13,0.21,0.07,0.03,0.45
13595,Zombi Daisuki,DS,2011,Action,ChunSoft,0.0,0.0,0.04,0.0,0.04
2739,The Godfather II,PS3,2009,Action,Electronic Arts,0.41,0.22,0.01,0.11,0.75
3276,Fighters MEGAMiX,SAT,1996,Fighting,Sega,0.0,0.0,0.62,0.0,0.62
3066,Jikkyou World Soccer 2000 Final Edition,PS2,2000,Sports,Konami Digital Entertainment,0.0,0.0,0.66,0.0,0.66
1658,LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,Activision,0.66,0.43,0.0,0.12,1.21
12144,Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0.0,0.0,0.01,0.07
5047,Hunter: The Reckoning,XB,2002,Action,Interplay,0.28,0.08,0.0,0.01,0.38
15880,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010,Misc,Paon,0.0,0.0,0.02,0.0,0.02
15007,Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0.0,0.02,0.0,0.0,0.02
4658,NBA 2K11,PSP,2010,Action,Take-Two Interactive,0.39,0.0,0.0,0.03,0.42
1512,High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios,0.68,0.49,0.0,0.13,1.31
16466,Vitamin Y,DS,2008,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
5780,Shin Megami Tensei: Devil Summoner - Soul Hackers,SAT,1997,Role-Playing,Atlus,0.0,0.0,0.31,0.0,0.31
2328,Killzone: Liberation,PSP,2006,Shooter,Sony Computer Entertainment,0.44,0.28,0.0,0.18,0.89
4175,Lego Batman 3: Beyond Gotham,WiiU,2014,Action,Warner Bros. Interactive Entertainment,0.23,0.21,0.0,0.04,0.47
10270,Shining Ark,PSP,2013,Role-Playing,Sega,0.0,0.0,0.11,0.0,0.11
12645,Jewel Master: Cradle of Persia,DS,2012,Puzzle,Rising Star Games,0.0,0.05,0.0,0.01,0.06
14291,Raw Danger!,PS2,2006,Action,505 Games,0.02,0.01,0.0,0.0,0.03
4822,EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.23,0.14,0.0,0.04,0.4
9526,Otogi: Myth of Demons,XB,2002,Action,Sega,0.08,0.02,0.03,0.0,0.13
12875,BlowOut,XB,2003,Shooter,Zoo Digital Publishing,0.04,0.01,0.0,0.0,0.05
4086,Scrabble 2007 Edition,DS,2007,Puzzle,Ubisoft,0.0,0.48,0.0,0.0,0.48
5314,SpongeBob SquarePants: The Yellow Avenger,DS,2005,Action,THQ,0.32,0.0,0.0,0.02,0.35
5580,The Witcher: Enhanced Edition,PC,2008,Role-Playing,Atari,0.32,0.01,0.0,0.0,0.32
15189,Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006,Misc,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02
6029,The New Tetris,N64,1999,Puzzle,Nintendo,0.22,0.05,0.02,0.0,0.29
281,Watch Dogs,PS4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
1600,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Virgin Interactive,0.61,0.48,0.0,0.16,1.24
8303,The King of Fighters '95,PS,1996,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17
5283,Tekken Tag Tournament 2,X360,2012,Fighting,Namco Bandai Games,0.19,0.12,0.01,0.03,0.35
7573,Harvest Moon: More Friends of Mineral Town,GBA,2003,Simulation,Ubisoft,0.14,0.05,0.0,0.0,0.2
4023,Super Monkey Ball 3D,3DS,2011,Action,Sega,0.26,0.15,0.05,0.04,0.49
4919,Project X Zone,3DS,2012,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39
14428,Renai 0 Kilometer,PSP,2013,Adventure,Alchemist,0.0,0.0,0.03,0.0,0.03
564,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,0.78,0.75,0.89,0.26,2.68
11751,Super Baseball,2600,1987,Sports,Atari,0.07,0.0,0.0,0.0,0.07
