Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1439,Madden NFL 98,PS,1997,Sports,Electronic Arts,1.29,0.03,0.0,0.03,1.35
4704,Wolfenstein: The New Order,X360,2014,Shooter,Bethesda Softworks,0.18,0.19,0.0,0.04,0.41
8430,Payday 2,XOne,2015,Shooter,505 Games,0.08,0.07,0.0,0.01,0.17
4254,Brothers In Arms: Earned in Blood,PS2,2005,Shooter,Ubisoft,0.38,0.01,0.0,0.06,0.46
947,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,0.84,0.76,0.0,0.23,1.83
15535,Kamen Rider: Battride War II,WiiU,2014,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02
520,Metroid Prime,GC,2002,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
14007,12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0.0,0.0,0.04,0.0,0.04
6500,Star Wars: Bounty Hunter,GC,2002,Shooter,LucasArts,0.2,0.05,0.0,0.01,0.26
8265,X-Men: The Official Game,X360,2006,Action,Activision,0.16,0.01,0.0,0.01,0.17
5041,EA Sports MMA,PS3,2010,Fighting,Electronic Arts,0.16,0.15,0.01,0.06,0.38
16306,Durarara!! Relay,PSV,2015,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
2177,Tom Clancy's Splinter Cell: Chaos Theory,PS2,2005,Action,Ubisoft,0.36,0.45,0.0,0.14,0.95
11124,Test Drive: Eve of Destruction,XB,2004,Racing,Atari,0.07,0.02,0.0,0.0,0.09
13643,Fashion Week Jr. Designer,DS,2009,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04
3013,Lollipop Chainsaw,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.26,0.21,0.11,0.09,0.67
11308,ESPN NFL Primetime 2002,PS2,2001,Sports,Konami Digital Entertainment,0.04,0.03,0.0,0.01,0.08
12283,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003,Action,Capcom,0.05,0.02,0.0,0.0,0.06
14534,Hakuouki,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.03,0.0,0.03
6501,Tom and Jerry in War of the Whiskers,PS2,2002,Fighting,Ubisoft,0.13,0.1,0.0,0.03,0.26
14227,James Pond: Codename Robocod,GBA,2005,Platform,Play It,0.02,0.01,0.0,0.0,0.03
3879,Way of the Samurai,PS2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51
4731,Superman: The New Superman Adventures,N64,1999,Action,Titus,0.33,0.07,0.0,0.0,0.41
16107,Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
4828,RR64: Ridge Racer 64,N64,1999,Racing,Nintendo,0.32,0.07,0.0,0.0,0.4
11803,SimCity 4: Deluxe Edition,PC,2003,Simulation,Electronic Arts,0.0,0.06,0.0,0.01,0.07
5852,Puyo Puyo 7,DS,2009,Puzzle,Sega,0.0,0.0,0.3,0.0,0.3
14261,Tamagotchi no Doki Doki Dream Omisecchi,3DS,2013,Simulation,Namco Bandai Games,0.0,0.0,0.03,0.0,0.03
12850,Countdown: The Game,Wii,2009,Puzzle,Mindscape,0.0,0.05,0.0,0.0,0.05
13907,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04
13384,Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0.0,0.0,0.05
6771,Disney's Planes,DS,2013,Simulation,Disney Interactive Studios,0.13,0.1,0.0,0.02,0.25
11375,Super Monkey Ball Adventure,PSP,2006,Platform,Sega,0.05,0.02,0.0,0.01,0.08
