Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
674,Donkey Kong Land II,GB,1996,Platform,Nintendo,1.39,0.48,0.4,0.08,2.35
4600,SpongeBob's Truth or Square (US sales),DS,2009,Action,THQ,0.42,0.0,0.0,0.0,0.42
11239,Cyberia,PS,1995,Action,Interplay,0.05,0.03,0.0,0.01,0.09
9327,Queen's Gate: Spiral Chaos,PSP,2011,Role-Playing,Namco Bandai Games,0.0,0.0,0.14,0.0,0.14
4168,ICO,PS2,2001,Action,Sony Computer Entertainment,0.23,0.18,0.0,0.06,0.47
9645,Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0.0,0.0,0.13
8104,Gauntlet: Dark Legacy,GC,2002,Action,Midway Games,0.14,0.04,0.0,0.0,0.18
59,Pokemon FireRed/Pokemon LeafGreen,GBA,2004,Role-Playing,Nintendo,4.34,2.65,3.15,0.35,10.49
5561,Frogger II: Threeedeep!,2600,1983,Action,Parker Bros.,0.31,0.02,0.0,0.0,0.33
14947,BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02
10569,KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,0.08,0.0,0.02,0.01,0.1
14160,Harukanaru Toki no Naka de Yumenoukihashi Special,PS2,2009,Adventure,Tecmo Koei,0.0,0.0,0.03,0.0,0.03
13581,Katekyoo Hitman Reborn! Battle Arena,PSP,2008,Fighting,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04
7708,MC Groovz Dance Craze,GC,2004,Misc,Mad Catz,0.15,0.04,0.0,0.01,0.2
2612,Mega Man 5,NES,1992,Platform,Capcom,0.39,0.07,0.32,0.01,0.79
4229,Iridion 3D,GBA,2001,Shooter,THQ,0.33,0.12,0.0,0.01,0.46
4546,Def Jam Icon,PS3,2007,Action,Electronic Arts,0.16,0.19,0.0,0.08,0.43
11389,J-League Winning Eleven 2009: Club Championship,PS2,2009,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08
13345,Galaxy Racers,DS,2010,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05
5226,ATV/Monster Truck Mayhem,DS,2007,Racing,"Destination Software, Inc",0.33,0.0,0.0,0.02,0.36
4222,Godzilla: Save the Earth,PS2,2004,Fighting,Atari,0.23,0.18,0.0,0.06,0.47
14543,Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive,0.0,0.02,0.0,0.01,0.03
1107,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,Atari,0.96,0.12,0.54,0.04,1.66
3527,No More Heroes,Wii,2007,Action,Rising Star Games,0.3,0.17,0.04,0.05,0.57
15557,Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi,PSV,2015,Adventure,dramatic create,0.0,0.0,0.02,0.0,0.02
4252,Dora The Explorer: Dora Saves the Snow Princess,DS,2008,Platform,Take-Two Interactive,0.27,0.16,0.0,0.04,0.46
10492,Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1
6452,The House of the Dead 2,DC,1998,Shooter,Sega,0.0,0.0,0.26,0.0,0.26
15790,LEGO Star Wars: The Video Game,PC,2005,Action,Eidos Interactive,0.0,0.01,0.0,0.0,0.02
14937,Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,0.0,0.02,0.0,0.0,0.02
8996,Grabbed by the Ghoulies,XB,2003,Action,Microsoft Game Studios,0.11,0.03,0.0,0.01,0.14
14774,Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0.0,0.0,0.03,0.0,0.03
2503,MediEvil,PS,1998,Platform,Sony Computer Entertainment,0.46,0.31,0.0,0.05,0.83
15037,PDC World Championship Darts: Pro Tour,X360,2010,Sports,O-Games,0.0,0.02,0.0,0.0,0.02
9034,Dishonored,XOne,2015,Action,Bethesda Softworks,0.08,0.05,0.0,0.01,0.14
2091,NCAA Football 12,X360,2011,Sports,Electronic Arts,0.94,0.0,0.0,0.06,0.99
1123,Kinectimals,X360,2010,Simulation,Microsoft Game Studios,1.02,0.48,0.0,0.14,1.64
10412,Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11
7801,DanceMasters,X360,2010,Misc,Konami Digital Entertainment,0.15,0.02,0.02,0.01,0.19
9715,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.05,0.07,0.0,0.01,0.12
9735,Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive,0.07,0.05,0.0,0.01,0.12
16467,Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01
7230,Tales of Graces,Wii,2009,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22
15702,Lost: Via Domus,PC,2008,Action,Ubisoft,0.0,0.01,0.0,0.0,0.02
8461,Armor Ambush,2600,1981,Action,Mattel Interactive,0.15,0.01,0.0,0.0,0.17
13165,Active Life: Magical Carnival,Wii,2011,Misc,Namco Bandai Games,0.04,0.01,0.0,0.0,0.05
1433,Ryse: Son of Rome,XOne,2013,Action,Microsoft Game Studios,0.82,0.42,0.0,0.11,1.36
10451,Dancing on Ice,Wii,2010,Sports,Ghostlight,0.0,0.09,0.0,0.01,0.1
6824,Deca Sports 3,Wii,2010,Sports,Hudson Soft,0.15,0.07,0.0,0.02,0.24
12368,Mystic Heroes,PS2,2002,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06
4759,Speed Racer: The Videogame,Wii,2008,Racing,Warner Bros. Interactive Entertainment,0.36,0.02,0.0,0.03,0.41
13104,Medal of Honor: European Assault (weekly JP sales),PS2,2005,Shooter,Electronic Arts,0.0,0.0,0.05,0.0,0.05
8896,187: Ride or Die,PS2,2005,Racing,Ubisoft,0.07,0.06,0.0,0.02,0.15
11756,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006,Misc,Sega,0.0,0.0,0.07,0.0,0.07
11533,My Friends,DS,2009,Misc,Oxygen Interactive,0.07,0.0,0.0,0.01,0.08
227,Animal Crossing: City Folk,Wii,2008,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68
1125,ESPN NFL 2K5,XB,2004,Sports,Sega,1.54,0.02,0.0,0.07,1.63
9769,The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0.0,0.02,0.12
2330,Blitz: The League,PS2,2005,Sports,Unknown,0.74,0.03,0.0,0.12,0.89
10325,Cabela's Adventure Camp,PS3,2011,Misc,Activision,0.06,0.03,0.0,0.02,0.11
13400,Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0.0,0.0,0.05,0.0,0.05
10019,Melty Blood: Act Cadenza,PS2,2006,Fighting,Sega,0.0,0.0,0.11,0.0,0.11
8326,Buzz! Brain of the UK,PS3,2009,Misc,Sony Computer Entertainment,0.0,0.15,0.0,0.02,0.17
7543,The King of Fighters Collection: The Orochi Saga,PS2,2006,Fighting,Ignition Entertainment,0.1,0.08,0.0,0.03,0.2
15770,Still Life 2,PC,2009,Adventure,Rondomedia,0.0,0.01,0.0,0.0,0.02
11793,Saint Seiya: Brave Soldiers,PS3,2013,Fighting,Namco Bandai Games,0.0,0.01,0.06,0.0,0.07
6300,The Evil Within,PC,2014,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27
6461,Danganronpa 2: Goodbye Despair,PSV,2014,Misc,Nippon Ichi Software,0.13,0.07,0.0,0.06,0.26
6994,Test Drive: Eve of Destruction,PS2,2004,Racing,Atari,0.11,0.09,0.0,0.03,0.23
9907,Rodea the Sky Soldier,WiiU,2015,Action,Nippon Ichi Software,0.08,0.02,0.01,0.01,0.12
12515,Bust-A-Move '99,N64,1998,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06
8579,Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0.0,0.0,0.16,0.0,0.16
12655,Honeycomb Beat,DS,2006,Puzzle,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06
6160,Godzilla: Domination!,GBA,2002,Fighting,Atari,0.2,0.07,0.0,0.01,0.28
3288,NHL 16,PS4,2015,Sports,Electronic Arts,0.35,0.15,0.0,0.11,0.61
10067,Cold Winter,PS2,2005,Shooter,Vivendi Games,0.06,0.04,0.0,0.01,0.11
4420,TouchMaster 3,DS,2009,Puzzle,Warner Bros. Interactive Entertainment,0.3,0.11,0.0,0.04,0.44
700,Just Dance 2015,Wii,2014,Misc,Ubisoft,1.11,0.98,0.0,0.2,2.28
1192,Final Fight,SNES,1990,Action,Capcom,0.67,0.17,0.69,0.03,1.56
5357,High School Musical 3: Senior Year DANCE!,PS2,2008,Misc,Disney Interactive Studios,0.17,0.13,0.0,0.04,0.34
12479,Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06
4018,Gauntlet,2600,1982,Action,Answer Software,0.46,0.03,0.0,0.01,0.5
5909,Shin Megami Tensei: Devil Summoner - Soul Hackers,3DS,2012,Role-Playing,Atlus,0.13,0.02,0.14,0.01,0.3
15206,Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02
3137,Crash Bandicoot Purple: Ripto's Rampage,GBA,2004,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64
12263,Disney's Chicken Little: Ace In Action,DS,2006,Shooter,Disney Interactive Studios,0.06,0.0,0.0,0.0,0.06
4203,FIFA 12,PC,2011,Sports,Electronic Arts,0.04,0.33,0.0,0.1,0.47
15008,11eyes: CrossOver,X360,2009,Adventure,5pb,0.0,0.0,0.02,0.0,0.02
779,Borderlands,PS3,2009,Shooter,Take-Two Interactive,1.2,0.62,0.0,0.29,2.11
3563,Odin Sphere,PS2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56
15954,Choro Q,PS2,2003,Racing,Zoo Digital Publishing,0.01,0.01,0.0,0.0,0.02
6591,The Backyardigans,DS,2009,Adventure,Take-Two Interactive,0.24,0.0,0.0,0.02,0.26
12989,Dead or Alive Xtreme 3: Fortune,PS4,2016,Sports,Tecmo Koei,0.0,0.0,0.05,0.0,0.05
