Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9121,Dead to Rights,GC,2002,Shooter,Electronic Arts,0.11,0.03,0.0,0.0,0.14
1252,Monopoly,PS,1997,Misc,Hasbro Interactive,1.18,0.27,0.0,0.05,1.51
16557,Psychic Detective,PS,1995,Adventure,Electronic Arts,0.01,0.0,0.0,0.0,0.01
2549,Mega Man,NES,1987,Platform,Capcom,0.45,0.08,0.27,0.01,0.81
5930,The Sims 2: Pets,PS2,2006,Simulation,Electronic Arts,0.02,0.01,0.0,0.27,0.3
13344,Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,Square Enix,0.0,0.0,0.05,0.0,0.05
2460,NBA 2K10,PS3,2009,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84
3844,DC Universe Online,PS3,2011,Role-Playing,Sony Online Entertainment,0.35,0.12,0.0,0.06,0.52
1078,Yoshi's Cookie,GB,1992,Puzzle,Nintendo,0.59,0.24,0.82,0.03,1.68
11108,Bakugan: Rise of the Resistance,DS,2011,Strategy,Activision,0.06,0.02,0.0,0.01,0.09
11185,Adventure Time: Finn & Jake Investigations,PS4,2015,Action,Little Orbit,0.03,0.04,0.0,0.01,0.09
3526,Madden NFL 06,GC,2005,Sports,Electronic Arts,0.44,0.11,0.0,0.02,0.57
12757,The Mysterious Case of Dr. Jekyll and Mr. Hyde,DS,2010,Adventure,O-Games,0.02,0.03,0.0,0.01,0.06
11695,Vietcong: Purple Haze,XB,2004,Shooter,Gathering of Developers,0.06,0.02,0.0,0.0,0.08
3044,WWE SmackDown vs. RAW 2007,PSP,2006,Fighting,THQ,0.33,0.2,0.0,0.14,0.67
4136,Final Fantasy Crystal Chronicles: Echoes of Time,DS,2009,Role-Playing,Square Enix,0.12,0.06,0.27,0.02,0.48
15412,Deus Ex: Mankind Divided,PC,2016,Role-Playing,Square Enix,0.0,0.02,0.0,0.0,0.02
12404,Valentino Rossi: The Game,PS4,2016,Racing,Namco Bandai Games,0.01,0.05,0.0,0.01,0.06
15832,Phoenix Wright: Ace Attorney Trilogy,3DS,2014,Adventure,Capcom,0.0,0.0,0.02,0.0,0.02
3474,Prince of Persia: The Two Thrones,XB,2005,Action,Ubisoft,0.33,0.22,0.0,0.03,0.58
6790,MLB,PSP,2005,Sports,Sony Computer Entertainment,0.23,0.0,0.0,0.02,0.24
12550,Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06
