Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
9508,Green Lantern: Rise of the Manhunters,X360,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.05,0.0,0.01,0.13
4273,Crash Nitro Kart,GBA,2003,Racing,Vivendi Games,0.33,0.12,0.0,0.01,0.46
8728,de Blob 2,X360,2011,Platform,THQ,0.1,0.04,0.0,0.01,0.15
14365,Dungeon Maker: Hunting Ground,PSP,2006,Role-Playing,Global A Entertainment,0.03,0.0,0.0,0.0,0.03
3164,Onimusha: Dawn of Dreams,PS2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64
1326,4 Nin uchi Mahjong,NES,1984,Misc,Nintendo,0.0,0.0,1.45,0.0,1.45
12355,Land of the Dead: Road to Fiddler's Green,XB,2005,Shooter,Groove Games,0.05,0.01,0.0,0.0,0.06
12866,Learn Science,DS,2010,Misc,DreamCatcher Interactive,0.05,0.0,0.0,0.0,0.05
4460,Army Men World War: Final Front,PS,2001,Action,3DO,0.24,0.17,0.0,0.03,0.44
852,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,Midway Games,1.48,0.3,0.0,0.22,2.0
12819,Activision Hits: Remixed,PSP,2006,Misc,Activision,0.05,0.0,0.0,0.0,0.06
8459,Mr. Do!'s Castle,2600,1983,Action,Parker Bros.,0.15,0.01,0.0,0.0,0.17
6311,Rhythm Thief & the Emperor's Treasure,3DS,2012,Misc,Sega,0.07,0.07,0.12,0.01,0.27
9450,How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.08,0.0,0.02,0.13
10807,Disney Planes Fire & Rescue,3DS,2014,Action,Disney Interactive Studios,0.01,0.08,0.0,0.01,0.1
962,Virtua Fighter 4,PS2,2002,Fighting,Sega,0.78,0.44,0.56,0.04,1.81
8208,Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.17
11076,Scrabble,PSP,2009,Misc,Electronic Arts,0.08,0.0,0.0,0.01,0.09
1731,Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,0.0,0.0,1.17,0.0,1.17
12845,NHL Powerplay 98,PS,1997,Sports,Virgin Interactive,0.03,0.02,0.0,0.0,0.05
16317,Really? Really! DS,DS,2009,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
10319,Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,0.1,0.0,0.0,0.01,0.11
5297,Star Wars: Flight of the Falcon,GBA,2003,Action,THQ,0.25,0.09,0.0,0.01,0.35
11013,Pipe Mania,DS,2008,Puzzle,Empire Interactive,0.08,0.01,0.0,0.01,0.09
3758,"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare",SAT,1998,Adventure,Sega,0.0,0.0,0.53,0.0,0.53
13172,Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0.0,0.04,0.0,0.01,0.05
4719,LEGO Jurassic World,PSV,2015,Action,Warner Bros. Interactive Entertainment,0.09,0.23,0.0,0.09,0.41
5097,Ultimate Spider-Man,GC,2005,Action,Activision,0.29,0.07,0.0,0.01,0.37
2683,Pokemon Dash,DS,2004,Racing,Nintendo,0.21,0.14,0.38,0.04,0.77
15443,Downtown Nekketsu Jidaigek,3DS,2015,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02
15403,Psycho-Pass: Mandatory Happiness,PSV,2016,Adventure,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.02
1262,Ice Climber,NES,1985,Platform,Nintendo,0.46,0.1,0.92,0.02,1.5
14857,The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0.0,0.02,0.0,0.0,0.03
