Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
506,Call of Duty: Ghosts,Shooter,Activision,1.87,0.77,0.0,0.22,2.86
733,Assassin's Creed IV: Black Flag,Action,Ubisoft,1.47,0.55,0.0,0.19,2.21
750,Forza Motorsport 5,Racing,Microsoft Game Studios,1.21,0.78,0.01,0.17,2.18
858,Battlefield 4,Shooter,Electronic Arts,1.25,0.58,0.0,0.16,1.98
1210,Dead Rising 3,Action,Microsoft Game Studios,1.06,0.35,0.01,0.12,1.54
1433,Ryse: Son of Rome,Action,Microsoft Game Studios,0.82,0.42,0.0,0.11,1.36
1700,FIFA 14,Sports,Electronic Arts,0.41,0.66,0.0,0.12,1.19
2009,LEGO Marvel Super Heroes,Action,Warner Bros. Interactive Entertainment,0.61,0.34,0.0,0.09,1.04
2379,NBA 2K14,Sports,Take-Two Interactive,0.7,0.11,0.0,0.06,0.87
2665,Madden NFL 25,Sports,Electronic Arts,0.67,0.05,0.0,0.05,0.77
3012,Need for Speed Rivals,Racing,Electronic Arts,0.45,0.17,0.0,0.05,0.67
4410,Just Dance 2014,Misc,Ubisoft,0.3,0.11,0.0,0.04,0.45
5421,Zoo Tycoon (2013),Simulation,Microsoft Game Studios,0.18,0.13,0.0,0.03,0.34
5809,Skylanders SWAP Force,Platform,Activision,0.22,0.06,0.0,0.02,0.31
6977,Zumba Fitness: World Party,Misc,Majesco Entertainment,0.17,0.05,0.0,0.02,0.23
7822,NBA Live 14,Sports,Electronic Arts,0.16,0.02,0.0,0.01,0.19
7875,Fighter Within,Fighting,Ubisoft,0.11,0.07,0.0,0.02,0.19
8673,Angry Birds Star Wars,Strategy,Activision,0.11,0.04,0.0,0.01,0.16
12335,Killer Instinct (2013),Fighting,Microsoft Game Studios,0.03,0.03,0.0,0.01,0.06
