Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
162,Monster Hunter Freedom Unite,Role-Playing,Capcom,0.47,0.57,4.13,0.34,5.5
426,God of War: Chains of Olympus,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
721,Dissidia: Final Fantasy,Fighting,Square Enix,0.51,0.51,0.91,0.32,2.25
1440,FIFA Soccer 09,Sports,Electronic Arts,0.23,0.73,0.02,0.37,1.35
1709,LEGO Indiana Jones: The Original Adventures,Action,LucasArts,0.4,0.49,0.0,0.29,1.18
1872,Star Wars: The Force Unleashed,Action,LucasArts,0.43,0.41,0.0,0.25,1.09
2098,Midnight Club: LA Remix,Racing,Take-Two Interactive,0.52,0.28,0.0,0.19,0.99
2107,Pro Evolution Soccer 2008,Sports,Konami Digital Entertainment,0.02,0.53,0.19,0.25,0.98
2217,Phantasy Star Portable,Role-Playing,Sega,0.19,0.06,0.63,0.05,0.94
2397,Buzz! Master Quiz,Misc,Sony Computer Entertainment,0.2,0.44,0.0,0.23,0.87
2651,Need for Speed: ProStreet,Racing,Electronic Arts,0.24,0.33,0.01,0.2,0.78
2667,Need For Speed: Undercover,Racing,Electronic Arts,0.23,0.32,0.03,0.19,0.77
2734,WWE SmackDown vs. Raw 2009,Fighting,THQ,0.41,0.21,0.0,0.14,0.75
2876,Madden NFL 09,Sports,Electronic Arts,0.65,0.0,0.0,0.06,0.71
3105,Wall-E,Platform,THQ,0.29,0.22,0.0,0.14,0.65
3202,Iron Man,Action,Sega,0.46,0.09,0.0,0.09,0.63
3431,Ben 10: Alien Force,Action,Koch Media,0.35,0.14,0.0,0.1,0.59
3657,Secret Agent Clank(US sales),Platform,Sony Computer Entertainment,0.33,0.22,0.0,0.0,0.55
4063,Football Manager Handheld 2009,Sports,Sega,0.0,0.47,0.0,0.02,0.49
4407,Crash: Mind Over Mutant,Platform,Vivendi Games,0.11,0.22,0.0,0.12,0.45
4618,Mobile Suit Gundam: Gundam vs. Gundam,Fighting,Namco Bandai Games,0.0,0.0,0.42,0.0,0.42
4909,NBA Live 09,Sports,Electronic Arts,0.23,0.07,0.03,0.06,0.39
5183,Tiger Woods PGA Tour 09,Sports,Electronic Arts,0.07,0.19,0.0,0.1,0.36
5186,LocoRoco 2,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36
5413,Star Ocean: Second Evolution,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,0.34
5533,MLB 08: The Show,Sports,Sony Computer Entertainment,0.3,0.0,0.0,0.02,0.33
5643,Shaun White Snowboarding,Sports,Ubisoft,0.26,0.03,0.0,0.03,0.32
5719,Jikkyou Powerful Pro Yakyuu Portable 3,Sports,Konami Digital Entertainment,0.0,0.0,0.31,0.0,0.31
5991,FlatOut: Head On,Racing,Empire Interactive,0.13,0.11,0.0,0.06,0.29
6095,Warriors Orochi 2,Action,Tecmo Koei,0.06,0.0,0.22,0.01,0.29
6263,Kenka Bancho: Badass Rumble,Action,Spike,0.06,0.0,0.2,0.01,0.27
6522,Gundam Battle Universe,Fighting,Namco Bandai Games,0.0,0.0,0.26,0.0,0.26
6674,UEFA Euro 2008 Austria-Switzerland,Sports,Electronic Arts,0.06,0.13,0.0,0.06,0.25
6830,"What Did I Do to Deserve This, My Lord!? 2",Role-Playing,Nippon Ichi Software,0.05,0.0,0.18,0.01,0.24
7040,Yu-Gi-Oh! GX: Tag Force 3,Strategy,Konami Digital Entertainment,0.0,0.03,0.18,0.01,0.23
7108,Valhalla Knights 2,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23
7112,NCAA Football 09,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23
7508,World Championship Cards,Misc,Crave Entertainment,0.19,0.0,0.0,0.02,0.2
7588,Warriors Orochi,Action,Tecmo Koei,0.02,0.0,0.18,0.0,0.2
8170,Super Robot Taisen A Portable,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18
8312,Cabela's Legendary Adventures,Sports,Activision,0.16,0.0,0.0,0.01,0.17
8327,NBA 09: The Inside,Sports,Sony Computer Entertainment,0.16,0.0,0.0,0.01,0.17
8481,Spider-Man: Web of Shadows - Amazing Allies Edition,Action,Activision,0.12,0.02,0.0,0.02,0.16
8601,Macross Ace Frontier,Simulation,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
8670,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.0,0.16
8934,SNK Arcade Classics Vol. 1,Misc,Ignition Entertainment,0.13,0.0,0.01,0.01,0.15
9058,Ford Racing Off Road,Racing,Xplosiv,0.05,0.08,0.0,0.02,0.14
9081,Class of Heroes,Role-Playing,Acquire,0.06,0.0,0.08,0.01,0.14
9400,My Spanish Coach,Misc,Ubisoft,0.12,0.0,0.0,0.01,0.13
9494,Secret Agent Clank,Platform,Sony Computer Entertainment,0.04,0.03,0.04,0.02,0.13
9653,Adventures to Go!,Role-Playing,Zushi Games,0.1,0.0,0.01,0.01,0.13
9811,Chessmaster: The Art of Learning,Misc,Ubisoft,0.11,0.0,0.0,0.01,0.12
9856,Tom Clancy's EndWar,Strategy,Ubisoft,0.1,0.01,0.0,0.01,0.12
10164,Pinball Hall of Fame: The Williams Collection,Misc,System 3 Arcade Software,0.09,0.01,0.0,0.01,0.11
10324,Patapon 2,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.11
10541,Yggdra Union: We'll Never Fight Alone,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1
10740,Mana Khemia: Student Alliance,Role-Playing,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.1
10888,Harvey Birdman: Attorney at Law,Adventure,Capcom,0.08,0.0,0.0,0.01,0.09
10908,echochrome,Puzzle,Sony Computer Entertainment,0.0,0.01,0.08,0.0,0.09
10982,Space Invaders Extreme,Shooter,Square Enix,0.06,0.01,0.01,0.01,0.09
11092,Prinny: Can I Really Be the Hero?,Platform,Tecmo Koei,0.02,0.01,0.05,0.01,0.09
11227,Monster Jam: Urban Assault,Racing,Activision,0.08,0.0,0.0,0.01,0.09
11253,Guilty Gear XX Accent Core Plus,Fighting,PQube,0.03,0.01,0.04,0.01,0.08
11268,Bleach: Heat the Soul 5,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08
11825,The King of Fighters Collection: The Orochi Saga,Fighting,Ignition Entertainment,0.07,0.0,0.0,0.0,0.07
11877,Code Geass: Hangyaku no Lelouch - Lost Colors,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
11912,The Legend of Heroes: Trails in the Sky Third Chapter,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07
12004,Tales of Rebirth,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07
12136,Hammerin' Hero,Action,Irem Software Engineering,0.06,0.0,0.0,0.01,0.07
12158,Pipe Mania,Puzzle,Empire Interactive,0.06,0.0,0.0,0.01,0.07
12327,Crimson Gem Saga,Role-Playing,Sega,0.06,0.0,0.0,0.0,0.06
12330,Steambot Chronicles: Battle Tournament,Fighting,Irem Software Engineering,0.05,0.0,0.01,0.0,0.06
