Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
23,Super Mario Bros. 3,Platform,Nintendo,9.54,3.44,3.84,0.46,17.28
97,Super Mario Bros. 2,Platform,Nintendo,5.39,1.18,0.7,0.19,7.46
156,Tetris,Puzzle,Nintendo,2.97,0.69,1.81,0.11,5.58
313,Dragon Warrior III,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87
639,Ice Hockey,Sports,Nintendo,1.27,0.32,0.78,0.05,2.42
766,R.C. Pro-Am,Racing,Nintendo,1.47,0.38,0.19,0.1,2.14
1189,Donkey Kong Classics,Platform,Nintendo,0.59,0.14,0.81,0.02,1.56
1248,Mega Man 2,Action,Capcom,0.93,0.15,0.42,0.01,1.51
1589,Dragon Ball: Daimaou Fukkatsu,Role-Playing,Namco Bandai Games,0.0,0.0,1.25,0.0,1.25
1710,Pro Yakyuu Family Stadium '88,Sports,Namco Bandai Games,0.1,0.0,1.08,0.0,1.18
2706,Final Fantasy II,Role-Playing,SquareSoft,0.0,0.0,0.76,0.0,0.76
