Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
479,The Sims 4,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97
1619,Farming Simulator 2015,Simulation,Focus Home Interactive,0.08,1.02,0.0,0.13,1.23
2317,The Elder Scrolls Online,Role-Playing,Bethesda Softworks,0.32,0.48,0.0,0.09,0.9
2810,Dragon Age: Inquisition,Role-Playing,Electronic Arts,0.32,0.34,0.0,0.07,0.73
3249,Far Cry 4,Shooter,Ubisoft,0.15,0.42,0.0,0.05,0.62
3459,Titanfall,Shooter,Electronic Arts,0.21,0.3,0.0,0.07,0.58
3658,Assassin's Creed: Unity,Action,Ubisoft,0.17,0.33,0.0,0.05,0.55
4109,World of Warcraft: Warlords of Draenor,Action,Activision Blizzard,0.08,0.36,0.0,0.04,0.48
4124,Football Manager 2015,Simulation,Sega,0.0,0.43,0.0,0.05,0.48
4246,Wolfenstein: The New Order,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46
4335,Watch Dogs,Action,Ubisoft,0.14,0.26,0.0,0.05,0.45
4742,Call of Duty: Advanced Warfare,Shooter,Activision,0.14,0.23,0.0,0.04,0.41
5152,Sid Meier's Civilization: Beyond Earth,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.37
5217,Middle-Earth: Shadow of Mordor,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0.0,0.04,0.36
5913,FIFA 15,Sports,Electronic Arts,0.0,0.27,0.0,0.03,0.3
6073,Borderlands: The Pre-Sequel,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.03,0.29
6300,The Evil Within,Action,Bethesda Softworks,0.09,0.16,0.0,0.02,0.27
7684,South Park: The Stick of Truth,Role-Playing,Ubisoft,0.07,0.1,0.0,0.02,0.2
8119,Dark Souls II,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18
8445,Wildstar,Role-Playing,NCSoft,0.08,0.07,0.0,0.02,0.17
8600,The Crew,Racing,Ubisoft,0.0,0.15,0.0,0.01,0.16
8962,Alien: Isolation,Shooter,Sega,0.0,0.13,0.0,0.01,0.15
9904,Tropico 5,Simulation,Kalypso Media,0.02,0.08,0.0,0.01,0.12
10226,Thief (2014),Action,Square Enix,0.0,0.09,0.0,0.02,0.11
10697,F1 2014,Racing,Codemasters,0.0,0.09,0.0,0.01,0.1
10840,Risen 3: Titan Lords,Role-Playing,Deep Silver,0.0,0.08,0.0,0.01,0.09
12229,Pro Evolution Soccer 2015,Sports,Konami Digital Entertainment,0.0,0.06,0.0,0.01,0.07
12266,The LEGO Movie Videogame,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.01,0.06
12334,Lego Batman 3: Beyond Gotham,Action,Warner Bros. Interactive Entertainment,0.0,0.06,0.0,0.01,0.06
12690,Murdered: Soul Suspect,Action,Square Enix,0.0,0.05,0.0,0.01,0.06
13052,Sherlock Holmes: Crimes & Punishments,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.0,0.05
13105,LEGO The Hobbit,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.01,0.05
13827,Castlevania: Lords of Shadow 2,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04
14097,Might & Magic X: Legacy,Role-Playing,Ubisoft,0.0,0.03,0.0,0.0,0.04
14246,Trials Fusion,Racing,Ubisoft,0.0,0.03,0.0,0.0,0.03
14277,Living Legends: Frozen Beauty,Action,Big Fish Games,0.0,0.03,0.0,0.0,0.03
14472,Lords of the Fallen,Role-Playing,Square Enix,0.0,0.03,0.0,0.0,0.03
14781,GRID Autosport,Racing,Codemasters,0.0,0.02,0.0,0.0,0.03
15141,Plants vs. Zombies: Garden Warfare,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02
15148,Sacred 3,Role-Playing,Deep Silver,0.0,0.02,0.0,0.0,0.02
15642,Lara Croft and the Temple of Osiris,Action,Square Enix,0.0,0.02,0.0,0.0,0.02
15766,Divinity: Original Sin,Role-Playing,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02
15926,Pillars of Eternity,Role-Playing,Paradox Interactive,0.0,0.01,0.0,0.0,0.02
16409,The Amazing Spider-Man 2 (2014),Action,Activision,0.0,0.01,0.0,0.0,0.01
