Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
183,Super Mario Bros. 3,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2
521,Finding Nemo,Action,THQ,1.59,1.05,0.04,0.14,2.82
753,Mario & Luigi: Superstar Saga,Role-Playing,Nintendo,1.48,0.17,0.47,0.06,2.17
771,Final Fantasy Tactics Advance,Role-Playing,SquareSoft,0.82,0.37,0.89,0.05,2.13
836,Donkey Kong Country,Platform,Nintendo,1.2,0.48,0.29,0.07,2.04
1194,Pokemon Pinball: Ruby & Sapphire,Misc,Nintendo,0.68,0.38,0.44,0.05,1.56
1291,Disney Princess,Platform,THQ,1.04,0.37,0.0,0.06,1.47
1426,Crash Bandicoot 2: N-Tranced,Platform,Vivendi Games,0.63,0.66,0.0,0.07,1.36
1476,The Sims: Bustin' Out,Simulation,Electronic Arts,0.93,0.35,0.0,0.06,1.33
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,Role-Playing,Capcom,0.31,0.04,0.96,0.01,1.32
1534,Pirates of the Caribbean: The Curse of the Black Pearl,Platform,TDK Mediactive,0.93,0.34,0.0,0.02,1.29
1623,SpongeBob SquarePants: Battle for Bikini Bottom,Platform,THQ,0.88,0.33,0.0,0.02,1.23
1628,"WarioWare, Inc.: Mega MicroGame$",Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23
1691,The Simpsons: Road Rage,Racing,THQ,0.86,0.32,0.0,0.02,1.19
1877,Dragon Ball Z: The Legacy of Goku II,Role-Playing,Atari,0.78,0.29,0.0,0.02,1.09
1914,Dragon Ball Z: Taiketsu,Fighting,Atari,0.77,0.29,0.0,0.02,1.08
2135,Fire Emblem,Strategy,Nintendo,0.49,0.18,0.29,0.01,0.97
2185,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,Misc,Konami Digital Entertainment,0.68,0.25,0.0,0.02,0.95
2238,Teenage Mutant Ninja Turtles,Action,Unknown,0.67,0.25,0.0,0.02,0.93
2792,Sword of Mana,Role-Playing,Nintendo,0.31,0.11,0.3,0.02,0.74
2817,Beyblade VForce: Ultimate Blader Jam,Action,Atari,0.52,0.19,0.0,0.01,0.73
3069,Dragon Quest Monsters: Caravan Heart,Role-Playing,Enix Corporation,0.0,0.0,0.64,0.02,0.66
3115,Advance Wars 2: Black Hole Rising,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65
3336,Tony Hawk's Underground,Sports,Activision,0.43,0.16,0.0,0.01,0.6
