yr_built,zipcode,price
1900,98010,204666.33333333334
1900,98022,204950.0
1900,98027,170000.0
1900,98030,275000.0
1900,98033,1010000.0
1900,98056,452000.0
1900,98065,550000.0
1900,98077,450000.0
1900,98092,255500.0
1900,98102,1015000.0
1900,98103,683934.6153846154
1900,98107,640060.0
1900,98108,297500.0
1900,98109,1695000.0
1900,98112,852500.0
1900,98115,559629.3333333334
1900,98116,625000.0
1900,98117,535166.6666666666
1900,98118,436166.6666666667
1900,98119,806430.0
1900,98122,584264.7058823529
1900,98133,550000.0
1900,98136,440000.0
1900,98144,695250.0
1900,98168,185750.0
1901,98102,587500.0
1901,98103,513062.5
1901,98107,502500.0
1901,98112,629000.0
1901,98117,395203.3333333333
1901,98119,865000.0
1901,98122,586475.7777777778
1901,98144,482250.0
1901,98199,774000.0
1902,98039,1160000.0
1902,98102,437500.0
1902,98103,639500.0
1902,98107,624000.0
1902,98112,1174083.3333333333
1902,98115,660000.0
1902,98117,490000.0
1902,98118,403666.6666666667
1902,98119,1032500.0
1902,98122,610135.7142857143
1902,98144,503500.0
1903,98001,230000.0
1903,98019,170000.0
1903,98024,457000.0
1903,98055,212500.0
1903,98070,498313.5
1903,98102,651000.0
1903,98103,469500.0
1903,98105,615000.0
1903,98107,542500.0
1903,98108,292475.0
1903,98112,825000.0
1903,98115,640000.0
1903,98117,492000.0
1903,98118,287285.71428571426
1903,98119,772500.0
1903,98122,567730.7692307692
1903,98144,339500.0
1904,98031,204995.0
1904,98042,279000.0
1904,98055,275500.0
1904,98103,888500.0
1904,98107,526750.0
1904,98109,643133.3333333334
1904,98112,2092500.0
1904,98117,476500.0
1904,98118,295487.5
1904,98119,735000.0
1904,98122,566833.3333333334
1904,98125,456200.0
1904,98144,405000.0
1904,98199,440752.0
1905,98022,335750.0
1905,98055,278500.0
1905,98056,313100.0
1905,98102,980230.0
1905,98103,606192.3846153846
1905,98105,750000.0
1905,98106,795000.0
1905,98107,483333.3333333333
1905,98108,209625.0
1905,98109,997500.0
1905,98112,1369125.0
1905,98115,1017500.0
1905,98116,580833.3333333334
1905,98117,592000.0
1905,98118,352083.3333333333
1905,98119,675000.0
1905,98122,845160.0
1905,98144,815000.0
1905,98178,305000.0
1905,98198,570000.0
1906,98010,207250.0
1906,98065,190000.0
1906,98102,917440.0
1906,98103,623665.9090909091
1906,98105,512333.3333333333
1906,98106,399950.0
1906,98107,496826.6666666667
1906,98108,430000.0
1906,98109,640566.6666666666
1906,98112,1048375.0
1906,98115,534500.0
1906,98117,575390.0
1906,98118,344250.0
1906,98119,763125.0
1906,98122,808777.7777777778
1906,98144,734876.6666666666
1906,98177,370000.0
1907,98030,225800.0
1907,98032,202000.0
1907,98033,2350000.0
1907,98055,258975.0
1907,98102,800000.0
1907,98103,644166.6666666666
1907,98105,695120.5
1907,98106,295000.0
1907,98107,595300.0
1907,98108,319500.0
1907,98109,834500.0
1907,98112,1205333.3333333333
1907,98116,645000.0
1907,98117,576000.0
1907,98118,482477.77777777775
1907,98119,849155.0
1907,98122,635214.2857142857
1907,98126,700000.0
1907,98144,532642.8571428572
1907,98199,540000.0
1908,98001,213750.0
1908,98002,111300.0
1908,98004,1749000.0
1908,98030,140000.0
1908,98042,550000.0
1908,98056,180000.0
1908,98070,300000.0
1908,98074,572000.0
1908,98102,714500.0
1908,98103,613200.0
1908,98105,584175.0
1908,98107,550725.0
1908,98108,345150.0
1908,98109,1545000.0
1908,98112,776414.625
1908,98115,573895.0
1908,98116,457533.3333333333
1908,98117,555516.6666666666
1908,98118,386547.6923076923
1908,98119,903333.3333333334
1908,98122,716600.0
1908,98126,420000.0
1908,98136,504000.0
1908,98144,261500.0
1908,98146,368000.0
1908,98178,825000.0
1908,98198,485000.0
1908,98199,536250.0
1909,98001,185900.0
1909,98024,442450.0
1909,98032,249000.0
1909,98034,540000.0
1909,98102,1380833.3333333333
1909,98103,655781.8181818182
1909,98105,788500.0
1909,98106,372500.0
1909,98107,564983.3333333334
1909,98108,367500.0
1909,98109,856666.6666666666
1909,98112,1147000.0
1909,98115,697990.0
1909,98116,619772.2222222222
1909,98117,546993.75
1909,98118,408822.4
1909,98119,1090500.0
1909,98122,729642.8571428572
1909,98126,384950.0
1909,98133,729953.0
1909,98144,388500.0
1909,98177,365500.0
1910,98002,222000.0
1910,98014,160000.0
1910,98027,195000.0
1910,98030,306000.0
1910,98032,176500.0
1910,98055,273500.0
1910,98070,524000.0
1910,98102,2086805.0
1910,98103,607181.3125
1910,98105,657333.3333333334
1910,98106,270000.0
1910,98107,502533.3333333333
1910,98108,357500.0
1910,98109,1098075.0
1910,98112,1184166.6666666667
1910,98115,652071.4285714285
1910,98116,695052.6666666666
1910,98117,547832.5
1910,98118,455391.6666666667
1910,98119,780000.0
1910,98122,769050.0
1910,98126,407000.0
1910,98133,375000.0
1910,98136,513500.0
1910,98144,631693.75
1910,98168,334652.5
1910,98199,505000.0
1911,98002,247475.0
1911,98006,428750.0
1911,98022,184900.0
1911,98033,612750.0
1911,98045,399500.0
1911,98103,581346.1538461539
1911,98105,729500.0
1911,98107,560000.0
1911,98108,430000.0
1911,98109,1440000.0
1911,98112,792333.3333333334
1911,98115,747700.0
1911,98116,445766.6666666667
1911,98117,713375.0
1911,98118,368041.6666666667
1911,98119,1229250.0
1911,98122,631000.0
1911,98126,452500.0
1911,98136,888750.0
1911,98144,390000.0
1911,98146,329000.0
1911,98198,175000.0
1911,98199,630000.0
1912,98001,170000.0
1912,98002,202750.0
1912,98014,155475.0
1912,98022,209000.0
1912,98024,600000.0
1912,98027,385000.0
1912,98032,130000.0
1912,98042,209900.0
1912,98055,280950.0
1912,98065,323000.0
1912,98102,698000.0
1912,98103,701695.0
1912,98105,675375.0
1912,98106,412000.0
1912,98107,608800.0
1912,98109,737500.0
1912,98112,805000.0
1912,98115,493500.0
1912,98116,396175.8333333333
1912,98117,580690.0
1912,98118,245000.0
1912,98119,1131000.0
1912,98122,649000.0
1912,98126,637833.3333333334
1912,98136,479002.5
1912,98144,971562.5
1912,98146,540000.0
1912,98166,1115000.0
1913,98001,165737.5
1913,98002,197500.0
1913,98011,375000.0
1913,98019,366650.0
1913,98022,195000.0
1913,98056,500000.0
1913,98070,437000.0
1913,98072,203700.0
1913,98102,860000.0
1913,98103,661750.0
1913,98105,605000.0
1913,98107,793166.6666666666
1913,98108,204500.0
1913,98109,1405000.0
1913,98112,1035800.0
1913,98115,664750.0
1913,98118,453573.63636363635
1913,98119,608000.0
1913,98122,1090000.0
1913,98126,526000.0
1913,98136,313000.0
1913,98144,575666.6666666666
1913,98166,552000.0
1913,98199,819000.0
1914,98002,239950.0
1914,98004,1450000.0
1914,98010,135000.0
1914,98027,248000.0
1914,98034,400000.0
1914,98055,288500.0
1914,98102,995000.0
1914,98103,620777.6
1914,98105,621062.5
1914,98106,426000.0
1914,98107,668550.0
1914,98109,920000.0
1914,98112,1500000.0
1914,98115,439250.0
1914,98116,585000.0
1914,98117,425000.0
1914,98118,290250.0
1914,98119,824583.3333333334
1914,98122,979700.0
1914,98136,478225.0
1914,98144,660571.4285714285
1914,98199,565000.0
1915,98002,148498.75
1915,98011,465000.0
1915,98014,190000.0
1915,98022,156450.0
1915,98024,465000.0
1915,98034,257000.0
1915,98056,825000.0
1915,98065,201000.0
1915,98103,609666.6666666666
1915,98105,1032333.3333333334
1915,98106,234500.0
1915,98107,677000.0
1915,98108,205000.0
1915,98109,754000.0
1915,98112,706000.0
1915,98115,640000.0
1915,98116,431250.0
1915,98117,627286.3333333334
1915,98118,585666.6666666666
1915,98119,855250.0
1915,98122,590000.0
1915,98125,2050000.0
1915,98126,507250.0
1915,98136,722125.0
1915,98144,456250.0
1915,98146,256000.0
1915,98166,655000.0
1915,98178,495000.0
1915,98199,736500.0
1916,98014,368500.0
1916,98022,237000.0
1916,98023,169000.0
1916,98040,1900000.0
1916,98055,207100.0
1916,98103,585188.4615384615
1916,98105,702900.0
1916,98106,199400.0
1916,98107,507590.0
1916,98108,260000.0
1916,98109,410500.0
1916,98112,1675000.0
1916,98115,548750.0
1916,98116,545000.0
1916,98117,477500.0
1916,98118,305833.3333333333
1916,98119,995000.0
1916,98122,1092444.0
1916,98125,571000.0
1916,98126,566991.6666666666
1916,98133,363990.0
1916,98136,519700.0
1916,98144,1000666.6666666666
1916,98168,258000.0
1916,98199,510000.0
1917,98002,142500.0
1917,98022,314000.0
1917,98056,249000.0
1917,98065,250000.0
1917,98103,722390.0
1917,98105,800000.0
1917,98107,582750.0
1917,98108,392000.0
1917,98112,809000.0
1917,98115,781750.0
1917,98116,681250.0
1917,98117,628087.5
1917,98118,365931.25
1917,98119,900000.0
1917,98122,482000.0
1917,98126,427183.3333333333
1917,98136,504600.0
1917,98144,493666.6666666667
1917,98146,165000.0
1917,98166,947500.0
1917,98177,417500.0
1917,98198,255000.0
1918,98002,250000.0
1918,98004,1993250.0
1918,98022,235500.0
1918,98023,425000.0
1918,98028,325000.0
1918,98055,205000.0
1918,98070,160000.0
1918,98102,810000.0
1918,98103,470493.75
1918,98105,611416.6666666666
1918,98106,326227.2727272727
1918,98107,487333.3333333333
1918,98108,311000.0
1918,98109,826000.0
1918,98112,777195.0
1918,98115,525000.0
1918,98116,493000.0
1918,98117,517025.0
1918,98118,311827.2727272727
1918,98119,855000.0
1918,98122,503666.6666666667
1918,98126,456166.6666666667
1918,98133,382450.0
1918,98136,410269.23076923075
1918,98144,527875.0
1918,98146,240000.0
1918,98155,290000.0
1918,98166,375000.0
1918,98168,83000.0
1918,98178,291333.3333333333
1918,98198,217500.0
1919,98001,189950.0
1919,98022,230000.0
1919,98027,360000.0
1919,98030,246000.0
1919,98033,625000.0
1919,98038,649950.0
1919,98052,476800.0
1919,98070,507500.0
1919,98103,710416.6666666666
1919,98105,546250.0
1919,98106,278125.0
1919,98107,460000.0
1919,98108,293500.0
1919,98109,745000.0
1919,98112,600000.0
1919,98115,617544.4444444445
1919,98116,703857.1428571428
1919,98117,503166.6666666667
1919,98118,384000.45454545453
1919,98119,935020.0
1919,98122,633916.6666666666
1919,98126,379500.0
1919,98133,290000.0
1919,98136,640500.0
1919,98144,550991.6666666666
1919,98166,459950.0
1919,98178,180000.0
1920,98001,199950.0
1920,98002,228333.33333333334
1920,98004,1014250.0
1920,98022,307500.0
1920,98027,343000.0
1920,98031,152000.0
1920,98033,552666.6666666666
1920,98038,260000.0
1920,98102,525000.0
1920,98103,561750.0
1920,98105,730000.0
1920,98106,259666.66666666666
1920,98107,727000.0
1920,98108,339000.0
1920,98112,767500.0
1920,98115,630200.0
1920,98116,468500.0
1920,98117,598493.1
1920,98118,295944.44444444444
1920,98119,850000.0
1920,98122,857500.0
1920,98125,407000.0
1920,98126,361250.0
1920,98133,464000.0
1920,98136,459400.0
1920,98144,724750.0
1920,98146,456700.0
1920,98166,287000.0
1920,98168,265000.0
1920,98178,296750.0
1920,98188,171000.0
1920,98199,717000.0
1921,98002,217000.0
1921,98024,212000.0
1921,98033,627500.0
1921,98034,350000.0
1921,98038,234000.0
1921,98055,253000.0
1921,98102,1068750.0
1921,98103,634919.2307692308
1921,98105,571278.5714285715
1921,98106,310000.0
1921,98107,526000.0
1921,98108,345000.0
1921,98112,951750.0
1921,98115,789900.0
1921,98116,502000.0
1921,98117,506640.0
1921,98118,413313.3333333333
1921,98119,1599500.0
1921,98122,931500.0
1921,98133,396000.0
1921,98136,565000.0
1921,98144,716166.6666666666
1921,98146,340525.0
1921,98155,325000.0
1921,98166,540000.0
1921,98168,206000.0
1921,98177,458400.0
1922,98002,247200.0
1922,98010,234822.0
1922,98014,134000.0
1922,98024,275000.0
1922,98033,305000.0
1922,98055,205333.33333333334
1922,98059,515000.0
1922,98065,217500.0
1922,98072,200000.0
1922,98102,1068500.0
1922,98103,696312.5
1922,98105,706625.0
1922,98107,540000.0
1922,98108,313000.0
1922,98109,550000.0
