Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
43,Mario Kart 7,Racing,Nintendo,4.74,3.91,2.67,0.89,12.21
54,Super Mario 3D Land,Platform,Nintendo,4.89,2.99,2.13,0.78,10.79
269,The Legend of Zelda: Ocarina of Time,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
322,Nintendogs + cats,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
537,Monster Hunter Tri,Role-Playing,Nintendo,0.46,0.29,1.96,0.07,2.79
977,Professor Layton and the Mask of Miracle,Puzzle,Nintendo,0.32,0.95,0.36,0.14,1.78
1652,Super Street Fighter IV: 3D Edition,Fighting,Capcom,0.55,0.44,0.14,0.09,1.22
1783,Pokemon Rumble Blast,Action,Nintendo,0.47,0.26,0.35,0.07,1.14
1805,LEGO Star Wars III: The Clone Wars,Action,LucasArts,0.61,0.43,0.0,0.09,1.13
2046,Sonic Generations,Platform,Sega,0.44,0.46,0.01,0.09,1.01
2171,PilotWings Resort,Simulation,Nintendo,0.4,0.36,0.13,0.07,0.96
2199,Star Fox 64 3D,Shooter,Nintendo,0.48,0.27,0.13,0.07,0.94
2521,Tales of the Abyss,Role-Playing,Namco Bandai Games,0.42,0.19,0.14,0.06,0.82
2692,The Sims 3,Simulation,Electronic Arts,0.3,0.37,0.03,0.07,0.76
3150,Rayman 3D,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64
3252,LEGO Pirates of the Caribbean: The Video Game,Action,Disney Interactive Studios,0.29,0.28,0.0,0.06,0.62
3300,Cooking Mama 4: Kitchen Magic!,Simulation,505 Games,0.5,0.07,0.0,0.04,0.61
3541,Skylanders: Spyro's Adventure,Action,Activision,0.32,0.2,0.0,0.05,0.57
3745,Inazuma Eleven GO,Role-Playing,Nintendo,0.0,0.05,0.48,0.0,0.54
4019,Ridge Racer 3D,Racing,Namco Bandai Games,0.19,0.15,0.12,0.03,0.5
4022,Resident Evil: The Mercenaries 3D,Action,Capcom,0.16,0.17,0.13,0.03,0.49
