Rank,Name,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
75,Mario Party DS,Misc,Nintendo,4.46,1.88,1.98,0.7,9.02
178,Professor Layton and the Curious Village,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26
187,The Legend of Zelda: Phantom Hourglass,Action,Nintendo,1.9,1.83,0.95,0.49,5.17
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96
213,LEGO Star Wars: The Complete Saga,Action,LucasArts,2.89,1.54,0.0,0.46,4.9
301,Professor Layton and the Diabolical Box,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0
317,Flash Focus: Vision Training in Minutes a Day,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
338,MySims,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
356,Cooking Mama 2: Dinner With Friends,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
504,Imagine: Babyz,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88
524,Imagine: Fashion Designer,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81
741,High School Musical: Makin' the Cut!,Puzzle,Disney Interactive Studios,1.06,0.91,0.0,0.23,2.2
846,TouchMaster,Puzzle,Midway Games,0.49,1.27,0.0,0.25,2.01
1045,Deal or No Deal,Misc,Mindscape,1.15,0.41,0.0,0.15,1.71
1054,Personal Trainer: Math,Puzzle,Nintendo,0.49,1.12,0.0,0.09,1.7
1057,Ben 10: Protector of Earth,Action,D3Publisher,0.69,0.83,0.0,0.19,1.7
1114,Dragon Quest IV: Chapters of the Chosen,Role-Playing,Square Enix,0.32,0.02,1.27,0.03,1.64
1148,SpongeBob's Atlantis SquarePantis,Action,THQ,1.5,0.0,0.0,0.11,1.61
1179,Hannah Montana: Music Jam,Action,Disney Interactive Studios,1.06,0.37,0.0,0.15,1.58
1222,The Simpsons Game,Action,Electronic Arts,0.57,0.79,0.0,0.17,1.53
